標題,分類,時間,網址,內文
馬斯克推文軋放空者  兩投資人提告,產經,2018/08/12 04:01,https://www.cna.com.tw/news/afe/201808120005.aspx,（中央社紐約11日綜合外電報導）電動車大廠特斯拉執行長馬斯克7日推文表示，他想要讓特斯拉成為非上市公司，此推文導致特斯拉股價暴張，放空投資人則損失數百萬美元，兩名投資人提訴控告馬斯克和特斯拉。馬斯克（Elon Musk）7日發推文表示，他能斥資以每股420美元，買下2003年創立的特斯拉（Tesla）全部股票，這項出價較當前股價溢價很多。因而特斯拉股價應聲暴漲11%，造成看壞特拉斯股價的放空投資人，頓時損失數百萬美元。經常捲入爭議核心的馬斯克儘管在推文中宣稱「資金沒問題」，但並未證明巳獲得買斷特斯拉的融資。10日向舊金山法院提訴的投資人之一艾薩克斯（Kalman Isaacs）指稱，馬斯克的推文「意在重挫放空者」。艾薩克斯說，為抑制損失，他隔天不得不買回約3000股特斯拉股票。另一提告的投資人張伯倫（William Chamberlain）指控馬斯克人為拉抬股價。張伯倫說，馬斯克人為拉抬特斯拉股價，從2018年8月6日收盤價341.99美元，拉抬高達45.47美元。據媒體報導，美國證券管理委員會（SEC）已聯絡特斯拉，調查馬斯克聲明的真實性，以及為何透過推文披露，而非定期申報管道。馬斯克向來毫不掩飾他對金融投機者的鄙視，經常在推特上嘲諷他們。1070812
賴揆與工商界座談 首度移師林口電廠,產經,2018/08/12 10:52,https://www.cna.com.tw/news/afe/201808120016.aspx,（中央社記者顧荃台北12日電）行政院長賴清德明天將與工商協進會座談，行政院發言人Kolas今天表示，賴清德盼對電力現況多加說明，化解外界缺電的疑慮，因此座談選在林口電廠進行。Kolas Yotaka（谷辣斯‧尤達卡）上午告訴中央社記者，工商協進會原本就想與賴清德見面，當面提出業界建言，因此早已敲定明天舉行座談會。Kolas表示，過去工商界與行政院長座談，多選在飯店或會議室等地點，日前行政院內部討論這次會面地點時，由於預期業界應會提出對電力的問題；因此，賴清德主動提出在林口電廠舉行，可向工商界說明電廠目前運作狀況，藉此告訴企業界不用擔心缺電問題。（編輯：蘇志宗）1070812
越南跟你想的不一樣 台灣經驗行不通,產經,2018/08/12 15:06,https://www.cna.com.tw/news/firstnews/201808120021.aspx,台越一起走過的30年3（中央社記者潘姿羽台北12日電）越南投資熱潮再起，隨著當地消費水準提升，愈來愈多台灣人以「美食」進軍越南消費市場，但成功者寥寥可數；越南在地台商指出，「用台灣經驗看越南」是多數人的通病。走在越南胡志明市最繁華的步行街「阮惠大道（Nguyen Hue）」上，寬廣的徒步區點綴整排的綠意，稱之為外國觀光客的「打卡大道」也不為過；道路兩旁的商家，似乎也用盡渾身解數想要吸引遊客目光，從門面、招牌設計到內部裝潢都不馬虎，法式奢華、粉紅芭比、質感文青等風格比比皆是，令人目不暇給。俗諺說：「外行看熱鬧，內行看門道。」越南商家重視裝潢的現象並非此區獨有，芒果樹創辦人柳雲飛直接點破背後原因：「越南人用眼睛吃東西，不是用嘴巴。」想要在競爭激烈的餐飲市場殺出重圍，視覺、美感、賣相才是關鍵。掌握消費者喜好 餵眼睛吃冰淇淋
越南罷工頻傳 台商：像感冒一樣,產經,2018/08/12 10:49,https://www.cna.com.tw/news/afe/201808120022.aspx,台越一起走過的30年2（中央社記者潘姿羽台北12日電）台商是撐起越南經濟的重要支柱，不過頻頻發生的「罷工」也成為多數台廠的頭痛問題之一，有台商表示，罷工就像感冒一樣，發燒過了後就好了，沒那麼嚴重。以人為本 深耕在地
賴揆13日林口電廠座談 工商界盼核電納入選項,產經,2018/08/12 10:47,https://www.cna.com.tw/news/afe/201808120026.aspx,（中央社記者潘姿羽台北12日電）工商協進會理事長林伯豐明天將與行政院長賴清德一同參訪林口電廠，林伯豐表示，會藉此機會向賴清德表達應將核電納入供電選項的立場。林伯豐表示，這次座談會移師林口電廠，是因為賴清德想讓工商界了解政府在缺電所做的努力，盼讓工商界對政府有信心，進而繼續投資台灣。然而談到供電，很現實的是，產業界多認為2025年為了達到非核家園目標，再生能源發電占比要達20%是做不到的。政府不斷強調台灣不缺電，並以近日備轉容量率穩定高於6%的數據佐證，但林伯豐指出，備轉容量率高於6%的關鍵是核二加入供電行列，既然如此，更證明了核能對於穩定供電的重要性。此外，電價面臨成本壓力，現在台電虧本，又要負擔核四的費用，而燃煤、天然氣的價格走揚，未來電價勢必會上漲，林伯豐指出，這對於產業界無異是個衝擊。林伯豐表示，缺電、電價上漲兩件事，其實只要把核能納入選項，就都可以解決，「不缺電的話當然贊成非核，但會缺電的話，核電就要考慮」。此外，林伯豐也說，若時間有餘裕，可能也會向賴清德反映對於新課綱的看法；他指出，台灣是島國，一定要把國際關係搞好，兩岸關係好、國際關係才會好，如果新課綱將「中國史」放在「東亞史」底下，很可能會得罪中國，工商界並不樂見此結果。（編輯：林淑媛）1070812
美中貿易紛擾 13日起汽油調降2角,產經,2018/08/12 14:12,https://www.cna.com.tw/news/afe/201808120056.aspx,（中央社記者潘姿羽台北12日電）美中貿易戰升溫，削弱油價的支撐力道；台灣中油公司今天宣布，13日凌晨零時起，調降各式汽油價格每公升0.2元及柴油價格每公升0.1元。    中油副總經理黃仁弘表示，油價會因消息面跟基本面的影響有所波動，基本面指的是經濟生產活動，當景氣熱絡、生產活動旺盛，對原油的需求也會增加，消息面則指各種多空消息對於預期心理的影響；短期油價會有上下波動的情形，多半是受消息面干擾所致。    中油今天宣布13日凌晨零時起，汽柴油價格雙雙調降，原因除了俄國7月原油產量逼近歷史高峰，供給增加抑制價格上揚的力道；美中貿易紛爭升溫，市場預期原油需求會下降也是關鍵。    依據浮動油價機制計算，95無鉛汽油應調零售價為30.2元，超過30元，中油因此啟動油價平穩機制、吸收四分之一調幅，汽、柴油每公升各吸收0.1元，各式無鉛汽油及超級柴油實調零售價與上週公告零售價相比分別調降0.2元、0.1元。    中油公司指出，調降後的各項油品參考零售價格，分別為92無鉛汽油每公升28.6元、95無鉛汽油每公升30.1元、98無鉛汽油每公升32.1元、超級柴油每公升26.7元。    黃仁弘表示，美中貿易爭端尚未平息，未來會持續影響油價的波動，但力道會逐漸轉弱；相較此議題，中油更加關注荷莫茲海峽的政治局勢，若周邊的地緣政治角力導致石油通路遭阻，油價很可能會急漲，因此最近中油密切關注相關消息。（編輯：黃國倫）1070812
台塑13日汽油降0.2元 柴油降0.1元,產經,2018/08/12 13:53,https://www.cna.com.tw/news/afe/201808120084.aspx,（中央社記者吳家豪台北12日電）台塑石化今天宣布，自13日凌晨1時開始，調降汽油批售價格每公升新台幣0.2元、柴油批售價格每公升0.1元，市場零售價格由加油站自行決定。台塑石化公布油價調整後加盟加油站參考零售價，92無鉛汽油每公升28.6元、95+無鉛汽油30元、98無鉛汽油32.1元、超級柴油26.4元。台塑石化表示，受到市場擔憂美中貿易爭端升溫，恐影響原油需求減少，促使本週國際油價下跌。考量近期國際油價走勢、新台幣兌美元匯率及國內市場競爭力等因素後，台塑石化決定自13日凌晨1時開始，調降汽油批售價格每公升0.2元、柴油批售價格每公升0.1元，市場零售價格由加油站自行決定。（編輯：蘇志宗）1070812
台股總體變數干擾 大立光16日除息添動能,證券,2018/08/12 14:59,https://www.cna.com.tw/news/afe/201808120104.aspx,（中央社記者吳家豪台北12日電）投顧認為，台股受總體變數干擾加劇，指數高檔區轉趨震盪，在旺季業績題材加持下，可逢低加碼財報或業績股；本週市場焦點包括14日MSCI季度調整、16日大立光除息。富邦投顧分析，美中貿易戰、企業財報及法說會行情等相關變數影響台股買盤進場意願，前高套牢賣壓伺機出籠，日指標轉弱修正，短線指數攻守易位；考量週、月指標維持強勢，中長期均線走多支撐指數不墜，預期盤勢將持續區間震盪格局，可逢低留意業績成長、財報亮眼股。國泰證期指出，美中貿易戰延燒，近日人民幣出現止穩，雖未大幅轉強，但止貶後流出亞洲的資金有望減緩，加上陸股持續測底後也出現止穩反彈，美股強亞股弱的落差將持續減少，預期後續只要人民幣止穩出現轉強，新台幣也有望跟隨，外資在台股的操作將持續偏多，加權指數有望維持相對強勢。整理本週台股市場焦點，13日起永豐金等金控業法說，將對下半年景氣及央行是否升息釋出看法；14日明晟（MSCI）指數編纂公司將公布季度調整結果，並將於31日收盤生效，市場預期台股權重與成分股變動不大。股王大立光將於16日除息，每股配發現金股利新台幣72.5元，除息行情可期，本土投信已連續2個交易日買超，外資則站在賣方。法人認為，在蘋果及大陸品牌手機等新機帶動下，第3季進入產業旺季，大立光業績將逐月增溫，8月有機會改寫去年11月56.16億元的單月營收歷史新高。（編輯：黃國倫）1070812
逼中國多買美國貨 川普關稅戰恐揠苗助長,產經,2018/08/12 19:35,https://www.cna.com.tw/news/firstnews/201808120157.aspx,（中央社上海12日綜合外電報導）美國總統川普發動貿易戰的重要目標之一，就是施壓中國「購買美國產品」；不過與其從美國進口數以百萬美元計的肉品，中國可以乾脆選擇和他國做生意。北京對美國牛、豬肉課徵報復性關稅，導致這些進口肉品價格貴到令人卻步，中國進口商於是轉向其他來源購買。此趨勢預料也會出現在其他產業。國際肉品商百佑佳食品（PMI Foods）上海分公司總經理張麗慧表示：「課稅後，美國（肉品）價格變得非常昂貴…我們會改從其他產地採購。」「例如牛肉，我們會增加向澳大利亞和南非的採購量，或許也會從加拿大多買一點。」為了報復川普對中國首批商品課稅，北京上月也對美國商品課徵報復性關稅，導致美國豬肉價格上漲，此後百佑佳食品就停止將美豬輸入中國市場。張麗慧指出，關稅大戰所造成的貿易模式轉變，「肯定」會讓美國利益受損，其他國家則因此獲益。她表示：「中國市場必定會尋找替代品。」貿易大戰引發的前述後果蔓延至許多產業，最終結果目前仍難以預測。不過分析家警告，美國出口商會失去可觀的中國生意。美國肉類出口協會（US Meat Export Federation）指出，在貿易戰爆發前，美國6月出口總值約1.4億美元的豬肉、牛肉和相關副產品到中國，約占所有美國牛、豬肉出口的10%。位於倫敦的凱投宏觀公司（Capital Economics）分析師伊凡斯-普瑞查德（Julian Evans-Pritchard）表示，中國對美國的課稅目標，無疑正鎖定可輕易在全球市場找到替代來源的進口美國大宗商品，例如肉品、大豆、小麥和石化製品等。他說：「關稅的概念就是：在試圖傷害對方的同時，避免讓自己損失太多。」「我認為（貿易戰）可能導致貿易流動，亦即哪個國家從哪裡購買什麼，出現相當重大的轉變。」不過他接著表示，貿易戰對進口商品價格的影響大致上會被忽略，因為「全球貿易體系相當有彈性」，交戰雙方的供應商為了維持出口，會自行吸收許多關稅成本。（譯者：陳宜君/核稿：林治平）1070812
馬斯克聲稱能買下特斯拉 恐無銀行願借錢,產經,2018/08/12 18:55,https://www.cna.com.tw/news/afe/201808120170.aspx,（中央社紐約12日綜合外電報導）美國電動車大廠特斯拉的執行長馬斯克7日放話將把公司私有化，刺激股價大漲，但也引發外界懷疑他所言真實性。消息人士便指出，恐怕沒有美國大銀行願意借錢給馬斯克買下股份。馬斯克（Elon Musk）7日在推特發文表示，他正考慮以每股420美元將特斯拉私有化，且「資金已到位」，但他並未提供相關證據或文件。然而，由於420美元較特斯拉目前股價溢價許多，因此消息傳出後，特斯拉股價應聲大漲11%，造成放空特拉斯股價的投資人頓時損失數百萬美元，其中已有兩人向美國法院提告。另有媒體報導，美國證券管理委員會（SEC）已聯絡特斯拉，欲調查馬斯克聲明的真實性，以及他為何透過推文披露，而非按照正常申報管道。若去除馬斯克已持有的20%股份，則將特斯拉私有化，至少還需要500億美元（約新台幣1兆5350億美元）的資金。上市企業一種典型的私有化方式是融資收購（LBO），亦即透過借貸來買下股份。但數名銀行業消息人士透露，美國6大銀行全都未表示有意借貸足夠資金供馬斯克購股。其中一名匿名人士說：「我們不知道任何交易，特斯拉甚至也沒接觸過我們。」另名消息人士指出，很可能沒有華爾街銀行願意冒險支持特斯拉，因為這家公司目前還每季還燒錢約10億美元（約新台幣307億元），且創立15年以來沒有任何一季賺錢。這名人士還說，特斯拉去年以高利息借貸，但截至今年6月底特斯拉現金流只有22億美元（約新台幣675億元），利息已構成額外成本負擔。消息人士表示，任何可能提供購股融資的借貸方，必須考量特斯拉一旦私有化後，能否有足夠資金維持營運。前紐約證券交易所集團（NYSE Group）總裁法利（Thomas Farley）8日在推特指出，美國證券管理委員會若要調查這起事件「輕而易舉」，「就要求特斯拉在美東時間下午5時前秀出融資來源已簽名的合約，證明融資『到位』且『確定』。若無此合約，就要求在5時30分之前提出聲明，鼓舞市場信心」。伯恩斯坦公司（Bernstein）分析師沙柯納吉（Toni Sacconaghi）：「若未提出更確實的細節…投資人很可能會更加質疑馬斯克的信用，且更加把焦點放在特斯拉的股價波動，這麼做似乎不健康。」（譯者：張正芊/核稿：林治平）1070812
