標題,分類,時間,網址,內文
上週北京貿易會談 美貿易代表：結構性問題沒進展,產經,2019/01/16 02:13,https://www.cna.com.tw/news/afe/201901160007.aspx,（中央社華盛頓15日綜合外電報導）共和黨參議員葛拉斯里（Chuck Grassley）今天表示，美國貿易代表萊特海澤（Robert Lighthizer）認為上週在北京舉行的美中貿易會談，在結構性問題並未取得多大進展。葛拉斯里11日與萊特海澤晤談後，在與記者舉行每週例行電話會議表示，萊特海澤對中國購買大豆一事做出非常正面的評論。「但是他說，在必須進行的結構性改革上，沒有什麼進展」，其中包括智慧財產權、竊取商業機密和強迫企業分享資訊。葛拉斯里表示，中國官員預定在兩週內訪問華盛頓，進行進一步貿易會談。「依我看，中國經濟正受到傷害，有機會取得進展。」美國上週派出層級較低的代表團赴北京貿易磋商後，美國和中國正著手安排下一輪高層級會談，中國國務院副總理劉鶴可能會在本月底訪問華府。美中官員在北京的3天貿易談判結束後，知情人士表示，外界預期中方最高貿易談判代表劉鶴本月將訪問華府，會晤萊特海澤和財政部長梅努欽（Steven Mnuchin）。美國總統川普10日表示，美國與中國的貿易磋商取得「巨大成功」，不過雙方未公布具體進展細節。川普已揚言，如果中方未能針對竊取智慧財產權、強迫技術轉移、以及其他非關稅壁壘進行改善，他將在3月2日針對價值2000億美元的中國進口商品增加關稅。美中上週在北京進行中階談判，這是川普和中國國家主席習近平去年12月在布宜諾斯艾利斯同意貿易戰休兵90天以來，美中雙方首次面對面進行磋商。（譯者：陳政一）1080116
中國將祭更多刺激措施 歐股收高,證券,2019/01/16 03:07,https://www.cna.com.tw/news/afe/201901160009.aspx,（中央社倫敦15日綜合外電報導）儘管義大利銀行呆帳再度引發憂慮，以及英國國會表決脫歐協議前充滿不確定性，中國表示將祭出更多刺激措施，以緩和與美國關稅戰衝擊，投資人受到激勵，歐洲主要股市今天收高。倫敦FTSE 100指數上揚40.00點或0.58%，以6895.02點作收。法蘭克福DAX 30指數上揚35.88點或0.33%，收在10891.79點。巴黎CAC 40指數上揚23.42點或0.49%，收4786.17點。（譯者：陳政一）1080116
中國將祭更多刺激措施 美股收高,證券,2019/01/16 06:17,https://www.cna.com.tw/news/afe/201901160017.aspx,（中央社紐約15日綜合外電報導）中國表示將祭出更多刺激措施，以緩和與美國關稅戰衝擊，投資人受到激勵，美股今天收高。道瓊工業指數上揚155.75點或0.65%，以24065.59點作收。標準普爾指數上揚27.69點或1.07%，收在2610.30點。科技股那斯達克指數上揚117.92點或1.71%，收7023.84點。（譯者：陳政一）1080116
中國將祭更多刺激措施 國際油價收高,產經,2019/01/16 06:37,https://www.cna.com.tw/news/afe/201901160018.aspx,（中央社紐約15日綜合外電報導）中國表示將祭出更多刺激措施，以緩和與美國關稅戰衝擊，投資人受到激勵，國際油價今天收高。紐約商品交易所西德州中級原油2月交割價上揚1.60美元或3.2%，以每桶52.11美元作收。倫敦北海布倫特原油3月交割價上揚1.65美元或2.8%，收在每桶60.64美元。（譯者：陳政一）1080116
美股走揚 台股底部有撐震盪偏多,證券,2019/01/16 07:32,https://www.cna.com.tw/news/afe/201901160020.aspx,（中央社記者張建中台北16日電）美股大漲，尤以科技類股表現強勁，那斯達克指數漲1.71%，有助台股表現，法人認為，台股籌碼面中性偏多，底部明顯有撐，將呈震盪偏多格局。中國有意祭出更多刺激措施激勵，道瓊工業指數收漲155.75點，漲幅0.65%；標準普爾500指數漲27.69點，漲幅1.07%；那斯達克指數漲117.92點，漲幅1.71%。國內外產業訊息方面，動態隨機存取記憶體(DRAM)廠南亞科保守看待上半年DRAM市況，預期第1季產品價格恐將再跌1成，今年資本支出將降至新台幣100億元，較去年大減5成。鴻海董事長郭台銘去年12月再增加持股3000張，持股比重提升至9.57%。端子廠健和興去年受營所稅稅率調高影響，稅後淨利滑落至4.85億元，每股純益3.08元，低於前年的3.2元。（編輯：趙蔚蘭）1080116
全球股市元月效應發酵 投信：美股財報週是關鍵,產經,2019/01/16 08:47,https://www.cna.com.tw/news/afe/201901160030.aspx,（中央社記者田裕斌台北16日電）美中貿易戰獲得階段性緩和，美國升息轉趨鴿派，全球股市元月行情發酵中，投信表示，美股本週將進入財報週，企業財報及展望將是後市走向關鍵。永豐金證券分析，衝擊去年全球金融市場的兩大變數都在今年開年就獲得喘氣，全球股市元月效應發酵，包括美股、及去年大跌的新興市場，到農曆年前都是可以注意的市場。永豐金證券指出，美國聯邦準備理事會（Fed）主席鮑爾10日公開演說，強調對貨幣政策保持耐心，美國經濟將維持穩健，數據顯示勞動市場相當強勁，預期美國2019年經濟與通膨溫和增長，並未看到衰退跡象。從過去的歷史經驗分析，美股真正進入熊市前會對年線進行一次大反彈，目前元月效應正在各國股市發威，永豐金證券認為，包括美國S&P 500指數、NASDAQ 指數、健康醫療、必須消費及非必須消費等指數股票型基金(ETF)，都是這波可以注意的重點。永豐金證券表示，在美國景氣不墜、利率政策由鷹轉向溫和鴿派，為元月行情帶來有利支撐，本週將進入財報週，考慮到蘋果（Apple）已調降財測，市場預期部份企業可能跟進調降財測或是財報低於預期，正是檢視投資布局的好機會。（編輯：趙蔚蘭）1080116
台商回流找地難 中工釋出土城及彰濱工業地,產經,2019/01/16 08:42,https://www.cna.com.tw/news/afe/201901160032.aspx,（中央社記者韋樞台北16日電）正當經濟部和產業界積極找工業用地供回流台商使用之際，中華工程釋出自有土城工業地1.6萬坪，及工業局彰濱工業區上千公頃產業地，希望能解產業覓地燃眉之急。中工表示，美中貿易戰影響，引發台商回流，許多台商想尋找交通便利、面積較大的工業區土地，特別在北部需求殷切。中工指出，2019年中工營運重點是開發新北市土城區一塊自有的1.6萬坪工業用地，規劃AI智慧產業園區，預計興建六大棟廠辦，總樓地板面積約8.4萬坪。主打智能、智慧、綠能及為客戶客製化打造多元化的產業園區環境。另外，中工接受經濟部工業局的委託，發展再生能源政策，開發彰化縣線西區(約1000公頃)、彰濱崙尾西區(約700公頃)、崙尾東區(約600公頃)等三大塊產業園區用地，其中線西產業園區已開發完成，不少石化產業鏈落腳於此，但其中最著名的是美國Google公司落腳於此，正式啟用亞洲最大資料處理中心，帶動彰濱成為新世紀亞太IT雲端產業最大聚落。中工指出，崙尾東區主要是出租給台灣最大設置再生能源太陽光電專區，達347公頃；崙尾西區內有460公頃的離岸風電綠能基地，其中離岸風電四大開發商－沃旭、CIP、中鋼、海龍等買下約11公頃的土地準備興建變電站，預計2020年9月完工。至於崙尾西區其他土地面積非常大，估計分期開發。中工說，崙尾西區其餘土地可能要分十期開發，第一期約30公頃，預計今年9月可開發完成，目前台商洽詢熱絡，尤其有一家從事石化業的台商從大陸回流，準備在台設廠，一口氣就要5、6公頃的土地，另有3家較小型的石化業者也想要落腳崙尾西區。至於崙尾西區內還有金屬表面處理專業區，第一期公告可售地面積約4.2公頃，共有24筆土地，每一筆面積約450到550坪，並採取「租售併行，承租優於承購」原則。（編輯：鄭雪文）1080116
晶技去年每股稅前賺2.38元 今年獲利看增1成,證券,2019/01/16 08:52,https://www.cna.com.tw/news/afe/201901160033.aspx,（中央社記者鍾榮峰台北16日電）石英元件大廠晶技累計去年全年歸屬母公司業主稅前淨利新台幣7.37億元，去年每股稅前純益2.38元。法人估晶技今年獲利看增1成。晶技自結去年12月合併營收6.69億元，較去年11月減少8.4%，比前年同期減少10.5%，去年12月歸屬母公司業主稅前淨利4000萬元，月減49.8%，年減43.1%，去年12月每股稅前純益0.13元。累計晶技去年全年自結合併營收81.56億元，較前年87.81億元減少7.1%，去年歸屬母公司業主稅前淨利7.37億元，年減31.3%，去年每股稅前純益2.38元。法人指出，去年第4季美系新品手機銷售不若預期，晶技料號1210的小型化石英晶體拉貨力道趨減緩，此外車用產品受到中國車市不佳影響，晶技去年第4季進入淡季。展望今年營運，今年上半年雖然仍有季節性淡季影響，不過5G小型基地台應用可望在今年逐季增溫，晶技今年可望搭上5G網通設備應用，有助拉抬相關石英振盪器（TCXO）出貨。此外今年手機全螢幕窄邊框設計使前鏡頭規格改變，有助晶技高階溫度感應石英晶體（TSX）元件持續切入手機晶片和Wi-Fi模組。在車用產品布局，法人指出，晶技持續開發先進駕駛輔助系統（ADAS）的影像元件解決方案，也與美國公司合資在中國寧波開發車用影像裝置到車用雷達的解決方案，預估最快2020年可開始貢獻業績。法人預估晶技今年整體業績可到新台幣85億元，較去年成長4%到5%，毛利率可站上23%較去年略佳，獲利有機會較去年成長10%以上。（編輯：趙蔚蘭）1080116
台股開盤跌24.69點,證券,2019/01/16 09:14,https://www.cna.com.tw/news/afe/201901160037.aspx,（中央社台北16日電）台北股市今天開盤跌24.69點，加權股價指數為9781.35點，成交金額新台幣14.09億元。1080116
新台幣開盤貶2.5分 為30.845元,產經,2019/01/16 09:06,https://www.cna.com.tw/news/afe/201901160038.aspx,（中央社台北16日電）台北外匯市場新台幣兌美元匯率今天以30.845元開盤，貶2.5分。1080116
日股開低 亞匯穩定,證券,2019/01/16 09:08,https://www.cna.com.tw/news/afe/201901160039.aspx,（中央社東京16日綜合外電報導）英國脫歐協議案今天進行國會表決，英鎊匯率在表決前後走勢震盪，亞洲匯市則表現穩定，東京股市今天開盤小跌。日經225指數早盤下滑0.19%或38.39點，來到20516.90點。東證一部指數下跌0.23%或3.60點，來到1539.12點。（譯者：徐睿承）1080116
梅伊脫歐協議國會闖關慘敗 英鎊反彈,產經,2019/01/16 10:25,https://www.cna.com.tw/news/afe/201901160046.aspx,（中央社紐約15日綜合外電報導）全球股市攀升之際，英國首相梅伊的脫歐協議草案在國會以壓倒性票數遭到否決，英鎊今天反彈走高。法新社報導，英鎊在梅伊（Theresa May）脫歐表決慘輸後上漲，顯示投資人仍然認為無協議情況下「硬脫歐」，不太可能發生。英國國會表決結束進行計票時，美國股市一度拉回，但很快就因中國計劃減稅刺激經濟的消息傳出，隨歐股和亞股走高。近格林威治時間21時40分時（台北時間今早5時40分），英鎊兌歐元匯率站上88.66便士。英鎊兌美元匯率來到1.2871美元。英國國會今天以432票反對、202票支持，否決梅伊與歐盟達成的脫歐協議草案，成為英國首相有史以來遭受最大挫敗之一。（譯者：王品軒/核稿：徐睿承）1080116
