標題,分類,時間,網址,內文
凱擘寬頻促有線電視數位化,產經,2014/09/01 07:12,https://www.cna.com.tw/news/afe/201409010014.aspx,（中央社記者江明晏台北1日電）凱擘大寬頻推動有線電視數位化，其中，南天有線電視提升偏鄉數位化比例突破8成。
上網收心 中華電倡時間管理,產經,2014/09/01 07:12,https://www.cna.com.tw/news/afe/201409010015.aspx,（中央社記者江明晏台北1日電）開學要收心，中華電信建議家長善用「HiNet上網時間管理」，開學後上網時間比暑假提早2小時關閉，第1週先設定每日上網3小時，第2週設定每日上網2小時，循序漸進。
攻新興市場 富智康鎖定印尼印度,產經,2014/09/01 07:15,https://www.cna.com.tw/news/afe/201409010016.aspx,（中央社記者鍾榮峰台北1日電）鴻海旗下富智康(FIH Mobile Limited)表示，擴大在其他快速成長新興市場的曝光率，包括印尼和印度等地，持續進軍可穿戴裝置及配件領域。
系統級封測論壇 聚焦3DIC,產經,2014/09/01 07:15,https://www.cna.com.tw/news/afe/201409010017.aspx,（中央社記者鍾榮峰台北1日電）系統級封測國際高峰論壇，將於4日到5日舉辦，異質整合系統封裝的2.5D/3D IC技術，將成為論壇焦點。
蘋果創高價 概念股蓄勢待發,產經,2014/09/01 07:21,https://www.cna.com.tw/news/afe/201409010018.aspx,（中央社記者韓婷婷台北1日電）蘋果股價再以102.5美元刷新歷史紀錄，顯示市場對iPhone6樂觀看待，螢幕變大，期望值也加大了，在蘋果領軍衝高帶動下，台股蘋果派能否重燃動能成為大盤多頭指標。
存股證參與除權息 報酬率倍增,產經,2014/09/01 07:21,https://www.cna.com.tw/news/afe/201409010019.aspx,（中央社記者田裕斌台北1日電）由元大寶來證券率先推出的「存股證」遇到個股除權息表現格外亮麗，以標的為鴻海的存股證為例，以相同資金參與除權息，若鴻海完成填權息，等於賺進4支漲停。
崧騰第3季可望挑戰新高,產經,2014/09/01 07:33,https://www.cna.com.tw/news/afe/201409010021.aspx,（中央社記者韓婷婷台北1日電）連接器廠崧騰繼6、7月連2個月營收創下歷史新高後，8月雖然受到工具機產品出貨趨緩影響，恐難再創新高，但整體第3季營收依舊有機會挑戰單季新高。
開學季  房仲：租屋整層最划算,產經,2014/09/01 07:33,https://www.cna.com.tw/news/afe/201409010022.aspx,（中央社記者韋樞台北1日電）大學即將開學，許多北上唸大學的學生尋覓租屋已久。房仲引述資料指出，承租隔間分租或套房產品的租金較貴，整層包下來與朋友同學合租最划算，單人月租金可控制在約6000元。
蘋果新iPhone傳變身電子錢包,產經,2014/09/01 08:32,https://www.cna.com.tw/news/firstnews/201409010023.aspx,（中央社台北9月1日電）彭博報導，根據消息人士，蘋果公司（Apple Inc. ）計劃透過與主要支付系統、銀行和零售商合作，將下款iPhone變成電子錢包。因此協商未對外公開而要求匿名的消息人士表示，包含Visa公司（Visa Inc. ）、萬事達卡公司（MasterCard Inc. ）和美國運通公司（American Express Co. ）的這份協議，將在9日與下款iPhone一同現身。消息人士表示，新iPhone將首度納入近場通訊（NFC）晶片，讓行動付款程序更簡單。這項進展加上首度在目前這款iPhone亮相的指紋辨識感應器Touch ID，將讓消費者在店家中輕觸手指就能安全購物。根據創意策略公司（Creative Strategies LLC）分析師巴荷林（Ben Bajarin），儘管谷歌公司（Google Inc. ）等企業投資創造以手機在實體商店中付款的各種方法，但美國零售商放慢採用此技術的速度，因此限制消費者使用。他又表示，在蘋果進入市場之下，這個狀況可能改變，因為iPhone在美國有最大市占率。（譯者：中央社陳昱婷）1030901
避通縮 法總理籲ECB壓低歐元,產經,2014/09/01 08:19,https://www.cna.com.tw/news/afe/201409010025.aspx,（中央社台北1日電）彭博報導，鑑於涵蓋18國的歐元區恐有陷入通貨緊縮之虞，法國總理瓦爾（Manuel Valls）呼籲歐洲央行（ECB）拿出更多辦法，以壓低歐元匯率。
