標題,分類,時間,網址,內文
美中貿易緊張關係升高 歐股收黑,證券,2019/05/10 02:20,https://www.cna.com.tw/news/afe/201905100005.aspx,（中央社倫敦9日綜合外電報導）在最終談判前，美中貿易緊張關係升高，投資人急於脫手持股，導致歐股今天收黑。倫敦股市金融時報百種股價指數（FTSE 100）終場下跌0.9%，收在7207.41點。法蘭克福股市DAX 30指數下挫1.7%，收在11973.92點；巴黎股市CAC 40指數下跌1.9%，收在5313.16點。（譯者：嚴思祺）1080510
美中貿易戰疑雲罩頂 華爾街股市走低,證券,2019/05/10 05:07,https://www.cna.com.tw/news/afe/201905100008.aspx,（中央社紐約9日綜合外電報導）美中貿易戰疑雲令投資人惶恐不安，華爾街股市三大指數今天再度走低。道瓊工業指數終場小跌0.5%，收在25828.36點。標準普爾500指數下挫0.3%，收在2870.72點，連續第4個交易日走低。那斯達克指數下跌0.4%，收在7910.59點。（譯者：嚴思祺）1080510
美中貿易爭端未解 紐約油價走低,產經,2019/05/10 07:25,https://www.cna.com.tw/news/afe/201905100011.aspx,（中央社紐約9日綜合外電報導）美國與中國的貿易爭端壓過全球原油供應紊亂的憂慮，導致紐約市場原油期貨價格今天下跌。在紐約商品交易所，美國市場基準商品西德州中級原油6月期貨價格下跌42美分，收在每桶61.70美元。倫敦市場北海布倫特原油7月期貨價格小漲2美分，收在70.39美元。（譯者：嚴思祺）1080510
美中貿易戰干擾 台股恐震盪整理,證券,2019/05/10 11:27,https://www.cna.com.tw/news/afe/201905100014.aspx,（中央社記者韓婷婷台北10日電）市場擔憂美中難趕在10日前達成貿易協議，美股延續弱勢表現，道瓊工業指數一度重挫逾400點，隨後跌幅縮減，但投資人信心依舊脆弱。分析師表示，台股後市恐隨著美中貿易戰的消息面變化而波動。美股4大指數道瓊工業指數下跌138.97點，跌幅0.54%，收在25828.36點。NASDAQ指數下跌32.73點，跌幅0.41%，收在7910.59點。S&P 500指數下跌8.7點，跌幅0.30%，收在2870.72點。費城半導體指數下跌17.68點，跌幅1.18%，收在1476.8點。分析師表示，中美貿易戰糾結，美中之間的緊張關係一時難以完全解決，今天最後攤牌日。美國總統川普宣稱，10日起將2000億美元中國大陸產品關稅自10%調高至25%。短線市場觀察指標在於中美雙方今天展開的第11輪貿易談判結果，預料將牽動今天盤面走勢震盪。分析師指出，台股本週受到美中貿易談判恐面臨破局結果的影響，前4個交易日已跌掉363點，本週週線恐在上週創下11097點波段新高後，殺出一根長黑，技術面有轉弱的跡象，加上市場不確定性大增，後市恐隨著美中貿易戰的消息面變化而波動。歐股也因美中貿易戰而出現下跌走勢，法國股市下跌104.43點，跌幅1.93%，收在5313.16點。德國股市下跌206.01點，跌幅1.69%，收在11973.92點，英國股市下跌63.59點，跌幅0.87%，收在7207.41點。新華社今天報導，中國國務院副總理劉鶴等人已於當地時間9日抵達華盛頓，雙方準備進行談判。劉鶴抵達後對媒體表示，他是帶著誠意而來，希望在當前特殊形勢下，理性、坦誠地與美方交換意見。就在美中代表於雙方敵意突然升高之際恢復談判前數小時，美國總統川普在白宮表示，他相信美中雙方本週仍然可能達成協議。（編輯：楊玫寧）1080510
Uber難甩虧損陰影 IPO定價走保守路線,證券,2019/05/10 08:37,https://www.cna.com.tw/news/firstnews/201905100015.aspx,（中央社記者尹俊傑紐約9日專電）叫車服務業者優步（Uber）明天將上市，首次公開募股（IPO）每股定價45美元，略顯保守，凸顯Uber在連年虧損、競爭對手Lyft上市後股價表現不佳的情況下，選擇步步為營。華爾街今年迎接科技新創公司上市潮，Lyft與社群軟體公司Pinterest相繼掛牌後，Uber備受期待的IPO緊接著登場。美股本週因美中貿易戰再掀波瀾表現不振之際，Uber上市股價表現如何，牽動不少投資人情緒。根據4月申報文件，Uber預期IPO每股定價介於44和50美元之間。今天有外電報導，Uber發行1.8億股，每股45美元，IPO募資81億美元。依發行後在外流通股數推算，Uber估值達755億美元（約新台幣2.3兆元）。Uber成為2014年阿里巴巴集團上市以來美國規模最大IPO案，但Uber估值明顯低於去年華爾街投資銀行定出的高標1200億美元。Uber成立逾10年，帶動的共乘風氣遍布全球，顛覆傳統由計程車壟斷的市場，為乘客帶來交通新選擇，因而被視為叫車服務界老大哥。不過，Uber成立以來未曾轉虧為盈，成為IPO宣傳時的致命傷。申報文件顯示，Uber去年營收達113億美元，年增43%；全年經調整後虧損18億美元，較2017年虧損22億美元有所改善。Uber在美國叫車市場與勁敵Lyft激烈競爭，為留住乘客與司機不斷燒錢，Lyft今年3月上市轟動一時，但後續股價表現淒慘，目前價位比IPO定價低了23%。Lyft殷鑑不遠，明天將在紐約證券交易所（NYSE）掛牌的Uber與IPO承銷商選擇走保守路線，不令人意外。華爾街日報引述知情人士說法報導，從市場需求觀察，Uber有本錢以更高價位發行股票，但Uber想盡可能讓傾向長線投資的法人認購，而非習慣炒短線的避險基金與散戶。Uber執行長柯霍斯洛夏西（Dara Khosrowshahi）為IPO向潛在投資人推銷時，勾勒民眾未來不願買車、而會選擇叫車或騎車的美好願景。但投資人頻頻關切Uber刻意迴避的問題，也就是營收成長趨緩、虧損日益嚴重。根據標普全球市場財智（S&P Global Market Intelligence），截至3月底，Uber一年來累計虧損逾37億美元，是美國新創公司史上IPO前12個月最高虧損金額，遠高於原紀錄保持者Lyft的9億多美元。柯霍斯洛夏西去年11月在史丹佛大學一場活動上強調，Uber著眼長期發展，不會有可預測的獲利能力，公司高層會向股東坦白，股東可自行選擇，「如果他們想要獲利可預測的公司，乾脆買一家銀行算了」。（編輯：馮昭）1080510
和大4月營收近3個月高點 握多家電動車訂單,證券,2019/05/10 09:02,https://www.cna.com.tw/news/afe/201905100020.aspx,（中央社記者鍾榮峰台北10日電）汽車傳動系統製造廠和大自結4月合併營收新台幣5.09億元，是近3個月高點，也是歷史同期第3高。和大已掌握多家電動車客戶訂單。和大自結4月合併營收5.09億元，較3月5.02億元成長1.43%，比去年同期6.04億元減少15.63%。法人指出，和大4月營收是近3個月高點，也是歷史同期第3高。累計今年前4月和大自結合併營收19.89億元，較去年同期23.72億元減少16.13%。和大指出，前4月合併營收衰退主要是受到中美貿易戰高額關稅及美洲客戶去化庫存影響，預估下半年業績將重新挑戰高點。在電動車布局，和大深耕電動車廠減速機構設計和齒輪傳動系統，看好未來綠能電動車是主流市場，和大目前手中已握有多筆來自中國大陸、歐洲、韓國、美洲等電動車新研發量產訂單。在產能布局，和大5月將提出嘉義大埔美精密機械園區和大三期廠房新建建照申請，增設自動化AI智能產線，規劃2020年投產出貨。（編輯：郭萍英）1080510
台股開盤漲17.88點,證券,2019/05/10 09:02,https://www.cna.com.tw/news/afe/201905100021.aspx,（中央社台北10日電）台北股市今天開盤漲17.88點，加權股價指數為10751.55點，成交金額新台幣16.49億元。1080510
新台幣開盤貶0.4分 為30.960元,產經,2019/05/10 09:03,https://www.cna.com.tw/news/afe/201905100022.aspx,（中央社台北10日電）台北外匯市場新台幣兌美元匯率今天以30.960元開盤，貶0.4分。1080510
美25%關稅大刀揮向中國 離境商品享寬限期,產經,2019/05/10 11:26,https://www.cna.com.tw/news/firstnews/201905100024.aspx,（中央社華盛頓9日綜合外電報導）美國當局今天表示，自美東夏令時間10日零時1分起，將向價值2000億美元的中國進口商品課徵25%關稅，已在運輸途中的貨物享有寬限期，朝川普落實增加關稅計畫邁出最後一步。不過，美國海關與邊境保護局（CBP）一名女發言人說，假如川普政府在午夜前改變心意，將5700項中國商品關稅由10%提高至25%的計畫仍可能喊卡。路透社報導，根據刊登在海關與邊境保護局網站的通知，已在運輸途中或將在接下來數小時離境的銷美商品將享有寬限期。女發言人證實，在美東夏令時間10日零時1分前離開中國的銷美貨物將支付較低的10%關稅。川普政府依據「301條款」（Section 301）調查結果，向中國侵犯美國智慧財產之舉祭出懲罰性關稅，給予寬限期意味著，美國向中國進口商品課徵的關稅將由前一輪的10%上調至25%。先前祭出的10%關稅，適用於關稅上調期限生效後即將抵美的所有貨物，約2500億美元商品受到影響，美方是在增稅措施生效前約3週發出通知。美中貿易談判在上週末大幅倒退後，川普5日在推特宣布要將價值2000億美元的中國商品關稅上調至25%，距離生效日不到5天。美國祭出新一輪加徵關稅措施之際，美中談判人員展開一場不成則敗的貿易談判，試圖挽救一項協議，終止雙方長達10個月的貿易戰。（譯者：劉文瑜/核稿：徐睿承）1080510
京鼎第1季獲利創12季低 每股純益1.04元,證券,2019/05/10 09:27,https://www.cna.com.tw/news/afe/201905100027.aspx,（中央社記者張建中新竹10日電）半導體設備廠京鼎第1季歸屬母公司淨利新台幣8622萬元，年減64%，創12季新低，每股純益1.04元。半導體產業景氣趨緩，設備採購力道減緩，京鼎第1季營收滑落至15.99億元，年減29.6%，並為11季新低水準。隨著營收規模縮小，及毛利率跌破2成關卡，滑落至19.97%，較去年同期的21.94%下滑1.97個百分點，京鼎第1季獲利同步大幅下落，歸屬母公司淨利8622萬元，年減64%，為12季新低，每股純益1.04元。法人認為，除半導體景氣趨緩，又有美中貿易戰影響，半導體製造廠對設備採購態度觀望，京鼎今年營運恐將面臨下滑壓力。京鼎計劃在中國南京廠區打造半導體設備智慧製造產業價值鏈園區，將邀集相關半導體設備零組件廠商，共同合作提供半導體設備一條龍服務，京鼎未來將自製造業轉進到服務業。（編輯：郭萍英）1080510
