標題,分類,時間,網址,內文
台糖自產黃豆開賣  尚青蓋安全,產經,2015/02/08 09:04,https://www.cna.com.tw/news/afe/201502080022.aspx,（中央社記者林孟汝台北8日電）食安問題頻傳，民眾為求自保，DIY豆漿、麵包盛行，台糖公司再度推出自產的「非基因改造黃豆」，並在自有通路上架開賣，董事長陳昭義掛保證說「尚青」、「尚安全」。
傳產注入文創  打造愛情鎖,產經,2015/02/08 09:17,https://www.cna.com.tw/news/afe/201502080024.aspx,（中央社記者黃巧雯台北8日電）經濟部推動產業升級轉型，讓傳統金屬鎖製品注入文創，推出馬卡龍色系的愛情鎖，趁著情人節到來，民眾可以將愛情鎖拿到饒河夜市旁彩虹橋下愛情廣場鎖上，讓愛情牢牢被鎖住。
被動元件廠 1月營收優預期,產經,2015/02/08 10:23,https://www.cna.com.tw/news/afe/201502080041.aspx,（中央社記者鍾榮峰台北8日電）被動元件台廠1月營收優於預期，包括國巨、旺詮、立隆、奇力新、興勤和禾伸堂等，都有亮眼表現。
景氣回溫 企業年後徵才意願強,產經,2015/02/08 11:28,https://www.cna.com.tw/news/afe/201502080075.aspx,(中央社記者吳靜君台北8日電)根據yes123求職網調查，高達90.5%的企業年後(農曆年)有徵才的計畫，包含填補離職員工的空缺與擴編。計劃徵才的企業，平均一家將釋出11.4個工作機會。
分散股東會 每日不得超過百家,產經,2015/02/08 11:39,https://www.cna.com.tw/news/afe/201502080083.aspx,（中央社記者吳靜君台北8日電）金管會表示，避免股東會過於集中，104年起，上市櫃公司及興櫃公司每日召開股東常會家數限額由120家調降為100家，自願電子投票公司則不受每日100家限制。
呂忠達：全球進入新一輪貨幣戰爭,產經,2015/02/08 12:04,https://www.cna.com.tw/news/afe/201502080088.aspx,（中央社記者韓婷婷台北8日電）元月初以來，全球已有十二個國家央行相繼降息，歐洲啟動大規模購債、大陸人行降準，近期各國央行瘋狂地展開貨幣寬鬆的政策，全球貨幣戰爭再度一觸即發。
汽油漲1.9元 柴油漲2元,產經,2015/02/08 12:16,https://www.cna.com.tw/news/afe/201502080094.aspx,(中央社記者吳靜君台北8日電)中油公司依浮動油價機制計算，自9日凌晨零時起調漲各式汽油價格每公升1.9元、各式柴油價格每公升2.0元。
復航家屬說明會未觸及理賠,產經,2015/02/08 12:45,https://www.cna.com.tw/news/afe/201502080102.aspx,（中央社記者韋樞台北8日電）復興航空GE235              空難，今天舉行第一次家屬說明會，會後復興航空表示，會中並未談及賠償金額問題，台籍罹難者家屬表達希望頭七和公祭之後再談，下次會議預計11日舉行。          1040208
網友約會愛選咖啡店 星巴克樂迎情人節,產經,2015/02/08 13:05,https://www.cna.com.tw/news/afe/201502080108.aspx,（中央社記者陳政偉台北8日電）西洋情人節年前登場，適逢週末假日，今年全球含統一星巴克，主題打造最大約會場所，酷聖石推草莓巧克力冰淇淋，21世紀主打烤、炸雞分享餐，統一旗下品牌全力搶攻情人節市場。
復航空難家屬說明會 復航：盡力去做,產經,2015/02/08 13:18,https://www.cna.com.tw/news/afe/201502080115.aspx,（中央社記者韋樞台北8日電）復興航空GE235空難件，今天舉行第一次兩場家屬說明會，會後復興航空表示，家屬提出不少主張，復航都接受，只能盡力去做到最好的服務。
