標題,分類,時間,網址,內文
月底清理庫存 歐股收黑,產經,2017/07/01 01:22,https://www.cna.com.tw/news/firstnews/201707010007.aspx,（中央社倫敦30日綜合外電報導）投資人月底清理股票庫存，歐洲股市今天收黑，延續前幾個交易日跌勢。倫敦FTSE 100指數下跌0.51%，收在7312.72。法蘭克福DAX 30指數下跌0.73%，收在12325.12。巴黎CAC 40指數下跌0.65%，收在5120.68。（譯者：中央社徐睿承）1060701
美股多數收高 那指下挫,產經,2017/07/01 05:40,https://www.cna.com.tw/news/firstnews/201707010014.aspx,（中央社紐約30日綜合外電報導）美股今天在上半年最後1個交易日多數上揚，那斯達克指數尾盤支撐無力收低。道瓊工業指數終場上漲62.60點，或0.29%，收在21349.63點；標準普爾500指數上漲3.71點，或0.15%，收在2423.41點。以科技股為主的那斯達克指數下挫3.931點，或0.06%，收在6140.420點。（譯者：中央社徐睿承）1060701
利多出籠 油價連7紅,產經,2017/07/01 06:09,https://www.cna.com.tw/news/afe/201707010016.aspx,（中央社紐約30日綜合外電報導）油價今天上漲，連7個交易日走高，因美國鑽油機具數量減少、中國大陸需求數據轉強，以及美股多數走強等利多激勵。
亞洲金融風暴留見證 當年泰國台商兩樣情,產經,2017/07/01 09:51,https://www.cna.com.tw/news/firstnews/201707010021.aspx,（中央社記者劉得倉曼谷1日專電）1997年7月2日泰銖無預警大貶，對當時前往泰國投資的台商是場災難，但也是場及時雨，有人一不留神賠掉數千萬泰銖，也有人因而翻身，曼谷市區的120多棟爛尾樓就是見證。1997年上半年，正當全球關注，香港即將回歸中國大陸之際，一場金融市場上的腥風血雨正在進行，起因於泰國正快速發展，企業不斷擴張信用，吸引大量外資，造成熱錢四處流竄，股市、房地產大漲。但因監管制度無法跟上，遭到金融投機客相中，大量拋售泰銖，即使泰國政府喊話也無濟於事，在7月初泰國中央銀行宣布放棄已經執行13年的美元與泰銖的固定匯率制度，導致泰銖應聲大跌17%。這一波的亞洲金融風暴立即引發連鎖效應，包括馬來西亞、菲律賓、印尼、南韓、新加坡和台灣等國家貨幣都有不同程度的貶值，造成慘重災情。旅泰台商在1994年政府推動南向政策前往東協各地發展，一些到泰國才落腳的台商，才剛建廠生產，營業漸上軌道，就面臨金融風暴，有人一不留神，匯損就達數千萬泰銖，還面臨到泰國銀行倒閉和接踵而來的許多問題。但也有台商以出口為主，幾乎每出貨一個貨櫃就賺一個貨櫃，同時工資成本大減，原本業績平平的公司，一夕間獲利倍增，也有人因出口獲利大賺，從此翻身。20年過去了，亞洲金融風暴對東協各國的政治和經濟影響，有些不堪回首，有人慶幸挺過。在歷經這一場亞洲金融風暴後，在曼谷街頭見到最多的就是只有樓地板卻無外牆的大樓，俗稱爛尾樓，當時不少人投資房地產，市區新建中的大樓一棟棟拔地而起，卻因建設公司無力繼續而成為廢墟，至今仍有120多棟是當年金融風暴所留下的歷史見證。1060701
3分鐘賠3千萬泰銖 台商王文山挺過風暴,產經,2017/07/01 09:45,https://www.cna.com.tw/news/afe/201707010022.aspx,（中央社記者劉得倉曼谷1日專電）短短3分鐘就賠了3000萬泰銖，不是股票也非期貨，是1997年7月初泰銖兌美元匯率變化，這是泰國喬寶金屬董事長王文山永生難忘的經歷，但他靠著毅力挺過當年亞洲金融風暴。
地上權住宅恐成死局 觀念與稅制是關鍵,產經,2017/07/01 08:18,https://www.cna.com.tw/news/afe/201707010029.aspx,（中央社記者邱柏勝台北1日電）房市不景氣，地上權住宅首當其衝，行庫高層坦言，地上權住宅在台灣「恐成死局」，關鍵在於華人「有土斯有財」的價值觀，以及地租調幅的不確定性過高，導致地上權案乏人問津。
台商劉樹添投資泰國 危機變轉機,產經,2017/07/01 09:45,https://www.cna.com.tw/news/afe/201707010030.aspx,（中央社記者劉得倉曼谷1日專電）泰國20年前的一場金融風暴，幾家歡樂幾家愁，泰國現任台商總會長劉樹添也經歷泰銖暴跌的情況，卻因出口獲利倍增、工資成本銳減而由危機變轉機，成功立足泰國。
協商EPA框架共識 日本：彼此差距仍大,產經,2017/07/01 08:22,https://www.cna.com.tw/news/afe/201707010031.aspx,（中央社記者黃名璽東京1日專電）日本及歐盟近來不斷協商經濟夥伴協定（EPA）盼完成框架共識，這幾天召開部長層級會議進行最後階段協商，不過，日本外務大臣岸田文雄說，雙方差距仍大，暫無法樂觀看待。
東芝記憶體出售協商 INCJ：還要不少時間,產經,2017/07/01 08:38,https://www.cna.com.tw/news/afe/201707010033.aspx,（中央社記者黃名璽東京1日專電）東芝企業欲出售東芝記憶體，優先協商對象「日美韓聯盟」中的主角、日本產業革新機構董事長志賀俊之說，因聯盟內部協調等需要不少時間，跟東芝達成共識目前尚無頭緒。
牛吃這款環保飼糧 減排12%甲烷救地球,產經,2017/07/01 10:05,https://www.cna.com.tw/news/afe/201707010056.aspx,（中央社記者楊淑閔台北1日電）牛隻攝取食物，瘤胃發酵後，從口腔噯氣排出甲烷（CH4），給地球帶來溫室氣體效應。農委會畜試所已經調配出牛羊環保333飼糧，研究員李春芳說，可讓牛隻瘤胃發酵氣體的甲烷減少12%之多。
