標題,分類,時間,網址,內文
黃任中家族總欠稅攀至51.67億 連10年居冠,產經,2019/07/01 14:26,https://www.cna.com.tw/news/firstnews/201907010011.aspx,（中央社記者吳佳蓉台北1日電）財政部今天公布欠稅大戶，個人欠稅最大戶仍為已故股市聞人黃任中之子黃若谷，累計欠稅新台幣18.9億元，加計黃任中本人及其兩位姐姐所欠稅款，家族累計欠稅增至51.67億元，蟬聯10年欠稅王。每逢7月1日，各稽徵機關都會公布欠稅大戶名單，公告期至年底結束，凡個人欠稅累計超過1000萬元，企業欠稅超過5000萬元，就會入列；公告內容包括欠稅大戶姓名、欠稅年度、金額及地址等。據賦稅署彙整各區資料，統計今年公告的欠稅大戶案件，共有938件，總欠稅金額新台幣965.52億元，對比去年，件數增加17件，欠稅金額則多了8.75億元。財政部長蘇建榮今天出席稅務節慶祝暨表揚大會時表示，欠稅名單中8、9成都是老面孔，新欠稅案件則是微幅增加。蘇建榮坦言，像黃任中家族欠稅等陳年舊案，很多在台灣境內都已經沒有財產可供追稅，這是比較麻煩的問題，不過，清理欠稅是重要的工作，會持續請行政執行署積極協助處理欠稅，若發現欠稅人在境外有資產，會盡力去追討。全國前10大個人欠稅戶中，以黃任中之子黃若谷積欠遺產稅18.9億元最多，其次為黃任中本人，積欠綜所稅18.83億元；黃任中姊姊夏黃新平，則以積欠綜所稅12.31億元排名第4。合計3人欠稅就高達50.04億元。若加上黃任中另一位姊姊黃燕平，積欠的1.63億元綜所稅，合計黃任中家族總計欠稅51.67億元。排名個人欠稅第3的仍是高雄的黃承志家族，積欠綜所稅、遺產稅14.81億元；有「台灣蕈菌之父」稱號的林天財，以積欠11.47億元贈與稅，排名第5。潛逃海外的經濟要犯陳由豪，則以欠稅4.17億元排名第12。企業欠稅部份，排名第1為環亞大飯店，總共欠營業、營所、房屋及地價稅24.5億元，曾因掏空案而喧騰一時的博達科技，因積欠營業及營所稅11.73億元，排名第2；松竹皇宮大酒店和紅頂酒家，分別排名第3及第4名，累計欠稅分別為11.34億元及10.7億元。企業欠稅第5名為進巨企業有限公司，積欠營業稅、營所稅10.23億元。（編輯：黃國倫）1080701
川習會結果優於市場預期 有利軋空手行情,證券,2019/07/01 08:21,https://www.cna.com.tw/news/afe/201907010012.aspx,（中央社記者韓婷婷台北1日電）眾所矚目的20國集團(G20)峰會落幕，美國總統川普與中國大陸國家主席習近平宣布重啟美中貿易談判，美國也鬆綁華為(Huawei)對美企業採購，結果優於預期，有利台股軋空手行情。美股4大指數收紅，道瓊工業指數上漲73.36點、漲幅0.28%、收在26599.96點，NASDAQ指數上漲38.48點、漲幅0.48%、收在8006.24點，S&P 500指數上漲16.84點、漲幅0.58%、收在2941.76點，費城半導體指數上漲2.06點、漲幅0.14%、收在1458.96點。分析師表示，美中同意重啟貿易磋商，符合市場預期，至於外界關注的華為問題，川普表示美國企業可以將沒有很嚴重國安問題的設備賣給華為，則超乎市場預期；由於暫時沒有新增關稅問題，以及華為禁令意外獲得放寬，由於空手者偏多，有望出現軋空手行情，有利台股今天表現，對於先前備受貿易戰壓抑的族群有望展開波段行情。法人指出，在川習會結束之後，不確定性因素暫減，有助景氣在第3季落底，金融市場風險情緒改善；市場關注焦點將轉向美國聯邦準備理事會(Fed)對於降息的態度，以及美中貿易磋商的發展方向，後續留意降息預期的調整是否為市場帶來波動。（編輯：張均懋）1080701
華為概念股激勵 台股漲164點收10895點,證券,2019/07/01 14:21,https://www.cna.com.tw/news/firstnews/201907010020.aspx,（中央社記者韓婷婷台北1日電）川習會後達成重啟美中貿易磋商的共識，加上美國鬆綁華為對美採購禁令，激勵資本市場，股王大立光罕見跳空漲停，台股收盤大漲164.63點，收10895.46點。加權股價指數開盤為10821.30點，盤中最高10914.85點，最低10821.3點，終場上漲164.63點、漲幅1.53%、收在10895.46點、成交值新台幣1448.84億元；不含金融股指數9145.58點，漲161.09點。不但大立光亮燈漲停、重回4000元以上，台積電漲幅近4%、完成填息，鴻海也大漲2.58%，電子股表現一枝獨秀，反倒是金融、傳產淪為配角。分析師表示，台股今天帶量越過前波高點10840點，且收在相對高點位置，在所有均線全數向上挺進下，指數已有化反彈為回升的意圖，只要電子股人氣不墜，多頭有機會挑戰今年高點11097點。分析師指出，台股今天開高走高，顯示市場對於川習會可能帶來的不確定因素疑慮盡除，加上量能增溫，短線較為乾淨的籌碼也提供多頭續攻的動能；本週包括台塑三寶、富邦金控、開發金控、元大金控都將陸續除息，填權息的表現需密切注意。法人認為，在川習會變數塵埃落定後，外資今天是否在期、現貨大舉回補台股與對後市看法有關，尤其是美國鬆綁對華為的禁令，是否可順利觸動下半年起的旺季效應發酵，華為供應鏈及電子股次族群景氣走向也將成為下半年法人布局的焦點所在。八大類股漲跌幅：泥窯股漲0.22%、食品股跌1.04%、塑化股持平、紡織股漲0.78%、機電股漲2.85%、造紙股漲0.31%、營建股漲0.25%、金融股漲0.02%。委買張數1137萬6545張，委賣張數793萬3493張，成交張數496萬7787張。收盤時上漲620家，下跌181家，持平136家。成交量前5名個股為元大滬深300正2、富邦VIX、元大台灣50反1、欣興、台積電。漲幅前5名個股為精元、易華電、大立光、欣興、台光電。跌幅前5名個股為新世紀、中釉、佳龍、喬山、再生-KY。（編輯：黃國倫）1080701
新台幣午盤升1.09角 暫收30.963元,產經,2019/07/01 14:23,https://www.cna.com.tw/news/firstnews/201907010021.aspx,（中央社台北1日電）台北外匯市場新台幣兌美元今天中午暫收30.963元，升1.09角，成交金額3.41億美元。新台幣兌美元今天開盤價為31.010元，早盤最高30.953元、最低31.019元。1080701
英利-KY子公司遞A股掛牌文件 前兩大客戶占比7成,證券,2019/07/01 09:31,https://www.cna.com.tw/news/afe/201907010026.aspx,（中央社記者鍾榮峰台北1日電）汽車零配件廠英利-KY子公司長春英利日前遞交中國上海A股上市申請文件，公司指出，未來持續提升市場占有率。長春英利去年前兩大客戶業績占比約7成。英利-KY子公司中國長春英利汽車工業日前向中國證券監督管理委員會遞交上海A股上市申請文件。長春英利在文件中表示，未來持續提升市場占有率，開發附加價值高的新產品，提升汽車零配件傳統及自動化產品線。長春英利發行股數不超過1.494億股。從業績來看，長春英利去年營收人民幣46.69億元，歸屬母公司業者淨利人民幣2.69億元，每股稅後基本純益人民幣0.24元。從客戶端來看，長春英利主要客戶包括中國一汽大眾、北京奔馳、上汽大眾、上汽通用、吉利汽車、沃爾沃亞太、華晨寶馬、廣汽菲克等整車製造商。去年前5大客戶業績占比達89.11%，其中一汽集團加上北京汽車占比就達7成。從競爭對手來看，長春英利主要競爭同業包括蘇州金鴻順汽車部件、合肥常青機械、華達汽車科技、寧波華翔電子等。長春英利於2006年成立，2018年7月下旬變更成股份有限公司，資本額人民幣13.44億元，長春英利專攻汽車零配件的輕量化，主要業務包括車身結構零配件及防撞系統零配件的設計、研發、製造及銷售，公司主要產品包含金屬和非金屬零配件。英利-KY持有長春英利96.57%股權。金屬零配件包括儀表板骨架、防撞梁、門檻、EV電池下殼體以及其他車身沖壓件等；非金屬零配件包括前端框架、車底護板、備胎倉、EV電池上殼體、電瓶托盤、輪罩等。（編輯：郭萍英）1080701
華為禁令鬆綁 半導體指數大漲逾3%,證券,2019/07/01 09:43,https://www.cna.com.tw/news/afe/201907010028.aspx,（中央社記者張建中新竹1日電）美國與中國重啟貿易談判，並同意鬆綁華為對美企採購，台積電等半導體類股股價普遍走揚，華為晶片供應商聯詠股價更是強攻漲停，類股指數大漲逾3%。美國總統川普在20國集團(G20)峰會場邊與中國國家主席習近平會談，兩人同意美中貿易休兵，川普除承諾兩國重啟貿易談判期間，美國不會對中國進口商品加徵新關稅，並同意美國企業可以將沒有很嚴重國安問題的設備賣給華為。美中貿易關係緩和，尤其美國同意鬆綁華為對美國企業採購，市場看好，有助半導體產業下半年旺季需求升溫，半導體廠旺季營運成長可期。面板驅動IC廠聯詠先前因華為遭美國列為貿易黑名單衝擊，股價在短短1個月左右自新台幣224元，滑落至149.5元，大跌74.5元，跌幅達33.2%。聯詠今天在市場買盤積極搶入下，股價表現強勁，開盤即跳空漲停，達190元，大漲17元，漲幅達9.83%。其餘台積電等半導體類股也紛紛展開反彈，類股指數早盤一度大漲逾3%，為盤面多頭指標。（編輯：郭萍英）1080701
美放鬆華為禁令 封測概念股強勢表態,證券,2019/07/01 09:52,https://www.cna.com.tw/news/afe/201907010031.aspx,（中央社記者鍾榮峰台北1日電）美國解除對華為部分限制措施，封測概念股聞訊強勢表態，其中南電攻上漲停，京元電一度大漲逾9%，易華電鎖漲停，日月光投控大漲8.9%。G20川習會落幕，美方不再對中國商品加徵新關稅、重啟經貿磋商，美國總統川普並同意解除對中國通訊設備大廠華為（Huawei）實施的部分限制措施。華為手機半導體封測概念股今天早盤大漲，包括IC載板廠南電、晶圓測試廠京元電、COF供應商易華電、以及封測大廠日月光投控股價強勢表態。其中南電攻上漲停43.25元，法人表示南電ABF基板出貨力道未受美中貿易戰與華為影響，加上其他客戶追加訂單、系統級封裝（SiP）載板出貨穩健，預期南電6月單月有機會轉虧為盈，第2季單季本業虧損收斂，在匯兌收挹助攻下，南電第2季稅前有機會轉盈。展望今年下半年營運表現，法人指出，受惠日系廠商和台灣同業在ABF基板產能滿載及訂單外溢助攻，南電新增美系大廠處理器基板訂單，業績比重提升到10%。展望今年，法人預期南電今年全年代表本業的營業利益可望轉盈，今年有機會終結連續3年虧損的狀況。京元電走勢強勁，盤中最高來到29.35元，大漲9.51%，成交量相對放大到1萬2800張。法人預估，第3季京元電在中國手機品牌商晶片測試量可能受到小幅影響，不過5G基地台基礎設備所需晶片測試穩健向上，美系晶片大廠和台系手機晶片商測試持穩，推動京元電第3季業績季增兩位數，再拚單季新高。法人預估京元電第2季業績可較第1季成長15%，第3季業績可望季增10%。展望今年京元電今年整體業績可望成長20%，估今年業績有機會站上新台幣250億元，創歷年新高。易華電盤中也攻上漲停104.5元。易華電日前表示，面板驅動IC用捲帶式高階覆晶薄膜IC基板（COF）產能仍遠小於市場需求，下半年營運看佳。分析師指出，華為中階機型大量採用LCD面板用COF設計，美國出口禁令對華為手機出貨影響最大的部分，在於非中國市場的中低階機型。美國解除部分禁令，有助易華電COF拉貨力道。易華電是華為手機COF主要供應商。日月光投控盤中走勢強勁，最高來到67元，一度大漲8.9%。日月光投控日前表示，業績仍可逐季成長，客戶組合會有些改變。（編輯：黃國倫）1080701
證交所董事會 推許璋瑤續任董事長,證券,2019/07/01 10:13,https://www.cna.com.tw/news/afe/201907010035.aspx,（中央社記者潘智義台北1日電）台灣證券交易所今天召開第20屆第1次董事會，推舉許璋瑤擔任董事長，另續聘簡立忠為總經理。第1次監察人會議日前推舉林國全為常駐監察人。台灣證券交易所表示，第20屆董事有台灣銀行代表人許璋瑤、台灣土地銀行代表人黃伯川、台灣中油公司代表人李順欽、兆豐國際商業銀行代表人簡鴻文、台灣水泥公司代表人張安平、永豐餘投資控股公司代表人朱士廷、國票綜合證券代表人洪三雄、元大證券代表人馬維辰、富邦綜合證券代表人史綱，及主管機關指派的簡立忠、吳琮璠、陳明進、莊永丞、劉彩卿等。證交所指出，監察人有華南商業銀行代表人張雲鵬、日盛證券代表人黃錦瑭及主管機關指派林國全等。（編輯：張均懋）1080701
華為禁令鬆綁助攻 台積電6交易日完全填息,證券,2019/07/01 10:30,https://www.cna.com.tw/news/firstnews/201907010038.aspx,（中央社記者張建中新竹1日電）美國與中國重啟貿易談判，並同意鬆綁華為對美企採購，激勵晶圓代工廠台積電今天股價開高走高，早盤一度達新台幣248.5元，僅花6個交易日便順利完全填息。美國總統川普在20國集團（G20）峰會場邊與中國國家主席習近平會談，兩人同意美中貿易休兵，川普承諾兩國重啟貿易談判期間，美國不會對中國進口商品加徵新關稅，並同意美國企業可以將沒有很嚴重國安問題的設備賣給華為。隨著美中貿易關係緩和，美國同意鬆綁華為對美國企業採購，市場看好，有助半導體產業下半年旺季需求升溫，半導體廠旺季營運成長可期。台積電6月24日除息，每股配發8元現金股息，據統計，台積電近3年都順利完全填息，2016年僅3個交易日即完全填息，2017年花了32個交易日，2018年花了20個交易日。多數投資人看好台積電今年除息可望維持亮麗表現，不過，另有法人認為，因先前美中貿易戰升溫，華為遭美國列入貿易黑名單，恐影響半導體下半年旺季效應，台積電今年營運面臨成長壓力，將為今年除息行情添增變數。台積電24日除息當天在外資賣超影響下，股價收在241元，小漲0.5元，填息率僅6.25%，隨後股價還一度滑落至234元，面臨貼息窘境。隨著美中貿易戰局勢轉變，市場對台積電營運展望與除息行情轉趨樂觀，台積電今天在買盤積極湧入下，股價開高走高，早盤一度達248.5元，一口氣達成完全填息目標，創下近3年最快填息紀錄。（編輯：郭萍英）1080701
美中貿易戰短期難解 6月PMI續跌連2月呈緊縮,產經,2019/07/01 10:52,https://www.cna.com.tw/news/afe/201907010044.aspx,（中央社記者潘姿羽台北1日電）中經院今天公布6月季節調整後的台灣製造業採購經理人指數（PMI），續跌0.1個百分點至48.1%，中經院院長陳思寬表示，主因是廠商普遍預期美中貿易戰將打延長賽，觀望心態相當濃厚。陳思寬表示，即便6月傳出川習會確定舉行的消息，激勵市場信心，但中華經濟研究院調查製造業廠商的反映，他們認為，經濟不確定性沒有因為川習會拍板而有和緩跡象，即便談判持續，美中兩強的對抗仍是長期拉鋸戰，分散風險將是產業未來的主要策略考量。6月PMI已連續2個月呈現緊縮，且指數續跌，進一步觀察製造業6大產業表現，基礎原物料產業、交通工具產業與電力暨機械設備產業回報緊縮，食品暨紡織產業、電子暨光學產業與化學暨生技醫療產業PMI呈現擴張，但擴張速度同步趨緩。中經院指出，受到美中貿易戰帶來的不確定因素影響，全體製造業未來6個月展望指數在5月驟跌7.2個百分點轉為緊縮後，6月指數續跌5.6個百分點至42.9%。美中貿易戰過去1年來，一直是影響全球經濟局勢的重要變數，而川習會剛落幕，美國總統川普於記者會上表示，與中國領導人習近平舉行很棒的會談，雙方同意暫不加徵新關稅，另會要求中國增加採購；市場對於這樣的進展普遍抱持樂觀態度。陳思寬表示，美中貿易談判暫不加徵新關稅，這對台灣製造業當然是個正面訊息，不過對廠商來說，要因應這場長期戰役，分散風險還是必須要做的事。製造業對景氣前景抱持觀望態度，也連帶影響非製造業表現，6月非製造業經理人指數（NMI）連續4個月擴張，但指數續跌2.0個百分點至52.0%。（編輯：張均懋）1080701
