標題,分類,時間,網址,內文
台積電繳稅逾350億元蟬聯冠軍 鴻海第二名,產經,2019/06/16 10:28,https://www.cna.com.tw/news/firstnews/201906160021.aspx,（中央社記者吳佳蓉台北16日電）5月報稅季結束，對照稅收統計及公開財報資訊，今年營所稅繳稅冠軍，繼續由台積電蟬聯，自繳稅額逾新台幣350億元，再創新高，單一家繳稅金額就占全國自繳稅額的9%以上。每年報稅季結束，科技園區、大廠座落的北區國稅局營業所得稅申報情形，都受到外界關注。據財政部截至6月10日的初步統計，今年5月北區國稅局營所稅申報件數約31.9萬件、自繳稅額1466億元，不論件數、金額都居5區國稅局之冠。對比去年，今年北區國稅局（含新北、桃園、新竹及部分東部、離島縣市）營所稅申報件數占整體比重為34%，與去年相當，營所稅自繳稅額1466億元，占比則達38.74%，遠高於去年的33%，明顯增加；一方面反映轄內企業去年獲利良好，另一方面則是受營所稅稅率由17%調高至20%帶動。觀察北區國稅局轄內繳稅金額前3大企業，自繳稅額合計共達541億元，高於去年的499億元，且光3家繳稅大戶自繳稅額就占今年北區總稅收的36.9%。其中，繳稅冠軍自繳稅額逾350億元，比去年的逾300億元水準再增加，續創新高紀錄；單一家繳稅的金額，就超過高雄國稅局整體自繳稅額（349億元）；繳稅季軍自繳稅額則約百億規模，與去年相當。至於繳稅大戶身分，北區國稅局表示，基於保密原則，無法對外透露。不過，對照公開財報資訊可發現，年年蟬聯繳稅金額冠、亞軍的企業，是全球晶圓代工龍頭台積電及鴻海，兩家繳稅金額，同樣也是全國繳稅的冠、亞軍。另一方面，去年營所稅自繳稅額居冠的台北國稅局，今年5月營所稅自繳稅額1138億元，則較去年減少，占整體稅收比重僅30%，也遠低於去年的38%，排名被北區國稅局反超。對於稅收衰退，台北國稅局初步推測，由於台北市屬於金融重鎮，但去年全體金融業獲利呈現衰退，可能因此影響繳稅表現。比較今年各區國稅局營所稅申報情形，自繳稅額第一名為北區國稅局（1466億元），第二名為台北國稅局（1138億元），其次依序為中區國稅局（620億元）、高雄國稅局（349億元），及南區國稅局（210億元），合計5月營所稅自繳稅額共3783億元。（編輯：蘇志宗）1080616
台股股王大立光 三大致勝密碼,產經,2019/06/16 10:42,https://www.cna.com.tw/news/afe/201906160027.aspx,（中央社記者韓婷婷台北16日電）台股股王大立光以高技術含金量稱霸光學產業，穩居全球智慧手機鏡頭霸主，並創下台股最貴、坐最久的股王，「技術夠強、規模夠大、客戶群夠廣」是三大致勝密碼。搭上近10年智慧型手機產業高速成長列車，隨著手機鏡頭規格、顆數不斷升級，帶動光學產業發展，當多數光學廠仍專注於玻璃鏡頭以數位相機發展為主軸之際，大立光快速轉換戰場，成功以塑膠原料製造光學鏡頭切入正起飛的智慧手機市場。由於膠塑鏡片兼具成本與量產優勢加上「輕」的重要關鍵因素，快速取代玻璃鏡片成為智慧型手機鏡頭的主流地位；在產業轉換之際取得先機，讓大立光從2014年起EPS維持在百元起跳，分別為新台幣144.91元、180.08元、169.47元、193.65元、181.67元，毛利率高達53.52%至69.36%間。大立光夾著強勁的基本面，股價從2013年突破千元後至今長達5年多穩居台股股王寶座，股價更一路改寫台股歷史新頁，2017年8月一度以6075元創下台股歷史新天價，1張股票要價高達600萬元著實讓不少投資人看走眼外更是看傻眼。近2年多來大立光股價大多維持在3000元至5000元之間震盪，打破台股一代千元股王的魔咒，樹立歷久不衰的股王地位。科技一日千里，這麼大的一塊肥肉高掛，覬覦者不在少數，包括日本關東辰美（康達智Kantatsu）、大陸的舜宇光學、台灣玉晶光，都算是取得門票，為蘋果iPhone供應鏈，但至今，根據業者透露，這些競爭對手在iPohne後置鏡頭的供應占比合計起來只有個位數，大立光獨攬9成以上訂單。「技術持續領先」是大立光可以長達10年將競爭對手狠拋後面的主因。不少人好奇大立光維持長年股王的致勝密碼到底為何？大立光執行長林恩平12日股東會後透露致勝密碼，「將產品線、客戶布的夠廣就能分散風險，較能抵檔客戶或區域間的消長風險」。當去年市場開始擔心蘋果神話不再之際，大立光早就開始布局韓國三星及大陸品牌廠，今年上半年當蘋果供應鏈全面陷入低潮期時，唯獨大立光在華為新機熱銷支持下展現出淡季不淡的表現。光學產業最大的特色在於「量」，沒有足夠的規模就難以獲利，這也是目前二線廠面臨最大的困境；大立光除了將客戶及產品機種數布的夠廣分散風險並達到規模經濟效益外；其實另一個關鍵在於「掌握原材料」。「良率」始終是其他光學競爭對手難以跨越的關卡，林恩平私下透露，大立光從一開始的塑膠原料就有精準的掌握。他說，光學產業的鍋碗瓢盆很多，工序繁雜，任何一個環節做不好都不行。當各廠商都專注於積極改善後端量產製程良率之際，「從原料端下工夫」也許就是股王大立光致勝的密碼。（編輯：蘇志宗）1080616
大立光切入混合鏡片 開啟光學產業新賽局,產經,2019/06/16 13:39,https://www.cna.com.tw/news/afe/201906160080.aspx,（中央社記者韓婷婷台北16日電）全球手機鏡頭霸主大立光執行長林恩平在股東會後一句「不排斥做玻璃加塑膠鏡頭」，掀起了產業界極大的話題，也讓玻璃加塑膠（G+P）的混合鏡片開啟光學產業新賽局的契機。過去2年堅持，「看不到模造玻璃在手機上優勢」的林恩平，此次釋出「不排除做G+P鏡頭」的確令外界有些訝異，雖然他強調大立光採用的是一般玻璃並非模造玻璃，但仍為G+P的混合鏡片新方案帶來新的想像空間，同時也振奮了投入G+P方案多年鍥而不捨的亞光。儘管G+P新世代手機目前還言之過早，且未來量產上的良率是否遇到瓶頸都還是未知數，且林恩平認為，理論上只要業者在自動對焦（AF）的設計上重新修改，就能解決溫飄的問題，但光學最有趣也是最難的就在於變數太多，後續還有種種的問題仍待業者一一去克服，但既然塑膠鏡頭的霸主大立光都願意轉向，有了開始就存在希望與空間，林恩平的一句話等於是為光產業新賽局鳴槍，也意謂著光學產業走到新的轉折點。「拍照效果」顯然是智慧型手機永無止境的賽局，同時也扮演勝負重要的關鍵，「雙鏡頭」已不夠看，「高倍數光學變焦、超廣角、影像更立體真實」等等更趨近單眼相機效果的鏡頭成為新世代手機鏡頭追逐的新趨勢。隨著要求越來越高，後置鏡頭的發展除了朝向多顆外，為了滿足高畫素、大光圈及高倍數光學變焦等規格提升，鏡頭片數也一路從5P（5片塑膠片）堆疊一路進升到6P、7P甚至8P也已進入設計測試階段。但為了解決多片數造成高度過高導致鏡頭突出的問題，已有廠商開始導入潛望式鏡頭（將鏡頭躺著放），潛望式鏡頭雖然解決高度問題，但由於距離較長推進過程容易產生熱，塑膠片在熱脹冷縮的變化下容易焦距飄動影響自動對焦，為了降低業界所稱的溫飄問題，已有手機業者開始嚐試改用G+P的設計，在原先的塑膠鏡片上「加一片玻璃鏡片」成為業者最新解決方案之一。林恩平在12日的股東會上證實，已配合客戶開發G+P潛望式鏡頭產品，目前正在進行測試。亞光董事長賴以仁則看好明年可望是G+P手機鏡頭起飛年，隨著全屏幕手機及手機照相功能提升，亞光近年來持續與大陸品牌手機廠合作開發，針對手機廠需求設計G+P潛望式鏡頭，除鏡頭外連同模組一併組裝，加上亞光投入非球面模造玻璃多年，掌握上游材料技術，賴以仁對亞光搶攻G+P手機鏡頭市場深具信心。（編輯：趙蔚蘭）1080616
潘思亮：每週都有新飯店開幕  可能有汰舊換新潮,產經,2019/06/16 16:31,https://www.cna.com.tw/news/afe/201906160101.aspx,（中央社記者江明晏、韓婷婷台北16日電）晶華董事長潘思亮看好台北西區翻轉，旗下「捷絲旅」三重館最快第一個月就能賺錢，破集團紀錄；但觀光飯店供過於求，恐有一波汰舊換新，盼台商回流帶動經濟復興。展望觀光產業景氣，潘思亮受訪時表示，每週幾乎都有新飯店開幕，可能會有一波產業的「汰舊換新」，導致產業重新組合，在競爭激烈情況下，競爭力很重要；但觀光產業要好，整體經濟也要好，希望台商回流能帶動台灣經濟的復興；也由於台商回流，以前是商業大樓改成飯店，現在趨勢可能是飯店會改成商用不動產，這是一個很健康的變化。捷絲旅台灣區總經理陳惠芳今天受訪時表示，三重館試營運成績亮麗，首日住房率超過9成，首月住房率估7成，意味策略與定位奏效，未來目標房價落在新台幣2800元，並維持7成住房率，客群結構預估商務客2到3成，東南亞旅客4成，首月也有50%住客是國旅客。潘思亮說，三重館最快首月就能損益兩平，速度之快，算是破了集團的紀錄。他也看好「西區翻轉」，認為大台北市場已合而為一，新北的飯店有交通便利性，對來台北觀光的旅客是首要考慮，迪化街、大稻埕、西門町景點已成台北獨有景色，看到大台北翻轉契機。「捷絲旅」品牌目前在全台展店已有8個據點，加上2021年將開幕的台南十鼓館，共有9個據點，陳惠芳表示，目前還有許多據點積極接洽，包括台中、台北、新北等地區，希望在台「遍地開花」，也考慮走向海外，目前是以東南亞為主，也會布局中國市場。至於旗下其他品牌拓展計畫，潘思亮說，晶泉丰旅、晶英在未來2年將拓展至中國和日本市場，包括成都、重慶、琉球「都還在努力」。（編輯：郭萍英）1080616
杏國胰臟癌新藥獲准中國三期臨床試驗,產經,2019/06/16 15:38,https://www.cna.com.tw/news/afe/201906160103.aspx,（中央社記者韓婷婷台北16日電）杏國新藥今天公告，研發中新藥SB05PC（EndoTAG-1）通過中國國家藥品監督管理局 (NMPA)，准予執行胰臟癌一線用藥第三期人體臨床試驗。預計一切順利可以在2021年第4季完成。杏國新藥表示，根據世界衛生組織（WHO）統計，2018年中國新增胰臟癌病患約11.63萬人、胰臟癌死亡人數約11.04萬人，胰臟癌的現有藥物仍無法有效提升整體存活率，是嚴重未被滿足的醫療需求。杏國指出，新藥SB05PC在中國申請胰臟癌一線用藥，進行第三期人體臨床試驗時，杏國無須支付權利金，若一切順利預計2021年第4季完成第三期臨床試驗，並將向中國國家藥品監督管理局申請新藥查驗登記審核。杏國表示，因生活習慣與壓力等因素，中國大陸的一線城市上海、北京等地，胰臟癌發生率與死亡率均較高，隨著中國的國民所得提高，對胰臟癌治療也更為積極，將布局病患較多的重點城市，開設臨床試驗中心。針對中國市場，杏國表示，不排除尋找當地合作夥伴，洽談新藥授權。根據國際醫藥專業統計機構IQVIA數據顯示，2018年中國抗腫瘤藥物的市場規模為人民幣833億元，抗腫瘤治療手段以傳統化學藥物為主。（編輯：林沂鋒）1080616
美國聯準會似擬調降利率  本週據料還不會行動,產經,2019/06/16 16:47,https://www.cna.com.tw/news/afe/201906160119.aspx,（中央社華盛頓16日綜合外電報導）由於美國總統川普發動的貿易戰方興未艾，加上全球經濟疲弱，美國聯邦準備理事會正逐漸接近宣布10多年來首次調降利率。不過，投資人若期盼基準放款利率本週就開始調降，幾乎篤定期望落空。自去年12月至今，美國聯邦準備理事會（Fed）一直呼籲要有耐心並保持利率不變，金融市場如今將密切關注聯準會與主席鮑爾（Jerome Powell）是否改變態度，以及聯準會是否有準備採取振興經濟措施的跡象。決策官員將於18日起展開為期兩天的會議，目前為止一般預料，基準利率仍將維持在2.25%至2.5%之間。過去3年，因為經濟復甦使得數百萬美國人重返職場，加上官員一再表示預料經濟將持續成長，聯準會9度調漲利率。不過川普強悍的關稅政策已動搖市場信心，而且部分聯準會官員坦承氛圍嚴峻。目前的共識是聯準會打算調整利率政策的方向並著手調降利率，只是時間還沒確定。（譯者：曹宇帆/核稿：林治平）1080616
美中貿易戰升高  5月外銷訂單估連7黑,產經,2019/06/16 16:58,https://www.cna.com.tw/news/afe/201906160122.aspx,（中央社記者吳佳蓉台北16日電）經濟部20日將公布5月外銷訂單統計，學者指出，受美中貿易戰擴大，打亂全球景氣步伐影響，預估5月外銷訂單將「連7黑」，下半年才有希望轉好，但何時可見轉正曙光，視美中貿易僵局能否化解。外銷訂單自去年11月翻黑，至今已連續6個月負成長，第1季累計接單年減8.4%，是2010年以來同期最大減幅，4月外銷訂單則年減3.7%，略優於預期，但仍為負成長。經濟部統計處預估5月接單金額在370至380億美元間，年減7.6%至10%，將呈現「連7黑」。台經院景氣預測中心主任孫明德說，前4月外銷訂單雖然都呈現負成長，但可見投資漸漸回溫，原本預估下半年可逐步由負轉正，結果5月美中貿易戰再升溫，打亂預期步伐，加上去年基期偏高，預估5月外銷訂單將呈現負成長。至於5月外銷訂單衰退幅度，孫明德認為，影響因素很多，難準確預估。5月美中貿易戰擴大，受加徵關稅影響的產品增加，短期可能有緊急出貨需求顯現；不過，整體來看，由於廠商對前景轉為悲觀，因應終端需求減少，會優先以庫存因應，減少新增訂單，不利外銷訂單表現。孫明德告訴中央社記者，大部分產品訂單都受到美中貿易戰紛擾而衰退，相對只有資訊通信產品，因還沒受到貿易戰直接影響、且逐漸邁入旺季，呈現逆勢成長。不過，仍得密切關注後續發展，美國日前宣布第三波中國輸美商品加徵關稅清單，之中正包含手機、筆電等資通訊產品。他預估，要等到下半年外銷訂單衰退幅度才可望縮小，但實際發展還是要看美中雙方僵局能否化解。中國國家主席習近平及美國總統川普若能在6月大阪20國集團（G20）峰會見面溝通，也許可能出現轉機；雙方若不碰面，貿易僵局持續，下半年外銷訂單前景將更難好轉。（編輯：郭萍英）1080616
G20會議前 法人：台股盤勢區間震盪,證券,2019/06/16 17:44,https://www.cna.com.tw/news/afe/201906160135.aspx,（中央社記者韓婷婷台北16日電）市場對FED降息預期大幅升高，加上美科技股連續大漲，帶動台股上周站回月線。展望下周，法人表示，國際情勢雜音持續干擾，G20會議前市場觀望氣氛漸濃，台股盤勢區間震盪為主。台股加權指數周五終場下跌36.34點，收在10524.67點，成交量萎縮至新台幣842.18億元。大盤大致在月、季線附近震盪，周線翻紅。安聯台灣科技基金經理人廖哲宏表示，近期美股回穩後，來到季線上下開始進入震盪，有助於支撐台股，但另一方面，隨著G20川習會登場的日期逐漸逼近，也讓逐步和緩、跌深反彈的市場，又再度陷入觀望情緒。廖哲宏表示，觀望的氣氛明顯反映到台股的交投動能。在國際情勢上，除了市場持續關注美中貿易談判進度外，近日又發生阿曼灣油輪遇襲等事件，出現新的干擾雜音。在資金面，先前態度出現鬆動的外資，14日雖然單日賣超31.77億元，不過，近一周的累積金額已經由賣超轉為買超，雖然金額不大，但顯示外資賣超動作趨緩，亦對於穩定市場信心有一定程度的助益。日盛日盛基金經理人張亞偉表示，現階段國際政經訊息紛雜，市場持續關注月底川習是否會面以利緩和美中貿易僵局，投資人心態仍然保持觀望，近日盤勢仍將隨著消息面而波動，待6月17日美國展開對中國3000億美元商品公聽會後，再決定布局方向。張亞偉表示，3000億美元商品公聽會後，可藉利空去測試指數表現，若不跌則可回到實質需求面觀察。宏遠投顧副總經理陳冠升則認為，貿易戰越演越烈，已衝擊全球股市，倘若美中貿易戰沒有在G20之後緩和的話，屆時全球經濟及股市會先下修及下跌一次之外；隨著未來經濟及股市的往下調整、消費需求緊縮，恐怕今年下半年可能還會再出現另一波企業對業績及獲利的下修潮，屆時將對全球經濟及股市造成另一波的衝擊及傷害。（編輯：林沂鋒）1080616
秋行軍蟲襲台  海關加強查緝防夾帶害蟲走私輸入,產經,2019/06/16 18:20,https://www.cna.com.tw/news/afe/201906160155.aspx,（中央社記者吳佳蓉台北16日電）防止秋行軍蟲災害擴大，財經部會動起來。財政部表示，配合秋行軍蟲防疫大作戰，將採取4大措施，確認國有地受災情形，要求海關加強查緝，嚴防害蟲走私輸入；截至目前，尚未查獲類似違規案件。財政部於官方臉書發文呼籲民眾提高警覺，目前秋行軍蟲正入侵搶食，已有3個縣市出現確認案例，秋行軍蟲飛得快、飛得遠、很會吃，還專吃糧食作物，若災情釀成，每年農損將超過新台幣35億元，需要全民一起防疫抗戰。根據職掌範圍，財政部將採取4大措施，全力配合防疫作業。首先，挑選地上有農作物的國有土地，在7至10天內現場巡視查看；其次，以簡訊通知國有土地承租人，協助巡田水，查看承租土地狀況。第3，通知所屬機關在民眾洽公場所張貼海報，呼籲全民共同防疫。第4，要求海關加強查緝未經檢疫植物產品，嚴防夾帶害蟲走私輸入，一起救農業護台灣。財政部關務署表示，經查秋行軍蟲主要寄生於玉米、水稻及高粱、棉花、十字花科、葫蘆科、茄科等經濟作物。為防範秋行軍蟲入侵，危及農業安全，海關持續加強查核該等進口植物，並配合行政院農業委員會動植物防疫檢疫局辦理相關檢疫措施。關務署指出，為嚴防夾藏走私未經檢疫的植物產品，也加強查緝植物產品貨物；近期還沒有查獲禾本科等植物附著秋行軍蟲的案件。提醒民眾及廠商務必遵守動植物檢疫規定，切勿擅自攜帶或網購應施檢疫動植物產品入境，以免觸法受罰。若有相關疑問，可洽防檢局專線諮詢（0800-069-880）。經濟部也在官方臉書上宣示，為協助揪出害蟲，經濟部水利署已經針對河川區域、水庫周遭、工區全力加強巡檢，並建立通報平台，聯合志工與施工廠商落實防疫。經濟部呼籲全民一起留意，一旦發現秋行軍蟲，請立即通報，期限內通報經判定確認還可領新台幣1萬元獎金。通報方式包括電話回報（專線0800-039-131）、拍照透過動植物防疫檢疫局的LINE、臉書頁面回報，或直接下載「農作物天然災害即時回報」APP。（編輯：郭萍英）1080616
鴻海21日股東會郭台銘告別秀 聚焦接班人,證券,2019/06/16 19:55,https://www.cna.com.tw/news/afe/201906160174.aspx,（中央社記者韓婷婷台北16日電）股東會旺季進入下半旬，本週重量級股東會聚焦21日舉行的鴻海，除董事改選，接班人選是外界最關注重點，另外是董事長郭台銘對股東「200元才退休」承諾該如何交代。鴻海董事長郭台銘因轉換跑道，由商轉政，有意代表國民黨角逐2020年總統大位，他日前曾表態，雖然在鴻海新任董事候選人名單之列，但百分之百不會續任董事長，如果在國民黨總統初選未出線，也不會回去。因此，21日股東會可能是他最後一次主持鴻海股東會。整體觀察，全面改選董事後接班人選、營運決策、郭台銘參選進展及未來角色、鴻海股價和今年獲利表現、集團未來布局、下半年景氣等，將是股東關心焦點。鴻海由集團內部資深主管成立的9人經營委員會，也在上週正式曝光。其中接班人董事長大位由誰出線將是一大關注焦點，綜合外媒消息、或是觀察日前鴻海法說會中的狀況，市場普遍認為，S次集團總經理劉揚偉出任的機率最大。至於鴻海的股價還是小股東最關心，郭台銘在2018年的股東會曾經再次表態，「鴻海股價不到200元不退休的承諾，不會改變。」但事隔不到一年，郭台銘決心投入參與總統大選，有意角逐2020總統大位；留下還在苦苦等候的小股東，郭台銘將如何面對、向小股東交待受矚目。本週股東會重頭戲除了21日的鴻海最受關注外，經營權之爭紛擾多時的大同也將在17日召開股東會，公司派與市場派雙方攻防激烈，明天正式決戰；另外，大同及子公司的相關後續及營運也受股東關心。裕隆公司也將在21日召開股東會，由於這是嚴陳莉蓮扛下集團重任接掌汽車王國來的第一場股東會，受到關注，但今年並沒有改選董事等重大議案，相對單純，一般預料快速順利過關機會大。（編輯：郭萍英）1080616
