標題,分類,時間,網址,內文
市場靜待中美貿談重現希望 歐股收跌,證券,2019/12/10 01:51,https://www.cna.com.tw/news/afe/201912100004.aspx,（中央社倫敦9日綜合外電報導）中、美貿易談判重現希望的一週來臨，英國也將舉行大選，歐股今天走軟。倫敦FTSE 100指數溫和小跌5.76點或0.08%，以7233.90點作收。法蘭克福DAX 30指數下挫60.97點或0.46%，收在13105.61點。巴黎CAC 40指數跌34.66點或0.59%，收5837.25點。（譯者：張佑之）1081210
英國大選和聯準會開會在即 美股回檔,證券,2019/12/10 05:53,https://www.cna.com.tw/news/afe/201912100010.aspx,（中央社紐約9日綜合外電報導）美股今天回檔，本週消息充斥，包括英國大選以及美國聯邦準備理事會將作出利率決定。道瓊工業指數下挫105.46點或0.38%，以27909.60點作收。標準普爾指數小跌9.95點或0.32%，收在3135.96點。科技股那斯達克指數跌34.70點或0.40%，收8621.83點。（譯者：張佑之）1081210
中國出口衰退 國際油價跌,產經,2019/12/10 06:16,https://www.cna.com.tw/news/afe/201912100011.aspx,（中央社紐約9日綜合外電報導）由於數據顯示，中國出口已一連第4個月衰退，使本已因為美、中貿易戰衝擊全球需求而憂心的市場更加緊張，國際油價今天下滑。紐約商品交易所西德州中級原油明年元月交割價下跌27美分或0.46%，來到每桶58.93美元。倫敦北海布倫特原油明年2月交割價滑落31美分或0.48%，來到每桶64.08美元。（譯者：張佑之）1081210
美股回檔 台股高檔震盪機會大,證券,2019/12/10 08:15,https://www.cna.com.tw/news/afe/201912100017.aspx,（中央社記者江明晏台北10日電）美股今天回檔，道瓊工業指數下挫逾百點，台股9日盤中再創29年多來波段高點，終場收在11660.77點，投顧預期，短期指數區間將在11400點附近至11750點震盪。美股今天回檔，本週消息充斥，包括英國大選以及美國聯邦準備理事會將作出利率決定。道瓊工業指數下挫105.46點或0.38%，以27909.60點作收。標準普爾指數小跌9.95點或0.32%，收在3135.96點。科技股那斯達克指數跌34.70點或0.40%，收8621.83點。歐股方面，由於中、美貿易談判重現希望的一週來臨，英國也將舉行大選，歐股今天走軟。台股9日盤中再創29年多來波段高點，來到11678點，終場收在11660.77點，上揚51.13點，漲幅0.44%，成交值新台幣1203.52億元。財政部公布11月出口285.8億美元，為歷年同月次高，也比去年同月成長3.3%，年增率由負轉正，中止「連二黑」。出、進口相抵，前11月出超409.9億美元，較上年同期減少35.5億美元。日盛投顧指出，台股週一因美股激勵呈現上漲，指數再創新高，但成交量仍無法有效放大至1400億元之上，櫃買OTC指數比集中市場來的相對弱勢，收盤雖小漲但K線連續2個交易日呈現上影線型態，短線上只要不破前波11月11日低點11409點，仍屬高檔震盪格局，預期短線指數區間將在11400點附近至11750點震盪。（編輯：張均懋）1081210
台股開盤跌12.99點,證券,2019/12/10 09:03,https://www.cna.com.tw/news/afe/201912100024.aspx,（中央社台北10日電）台北股市今天開盤跌12.99點，加權股價指數為11647.78點，成交金額新台幣17.61億元。1081210
新台幣開盤貶1.8分 為30.520元,產經,2019/12/10 09:05,https://www.cna.com.tw/news/afe/201912100025.aspx,（中央社台北10日電）台北外匯市場新台幣兌美元匯率今天以30.520元開盤，貶1.8分。新台幣兌美元開盤交易區間為30.520元至30.495元。1081210
裕融前11月自結獲利 EPS破8元,證券,2019/12/10 09:18,https://www.cna.com.tw/news/afe/201912100030.aspx,（中央社記者潘羿菁台北10日電）裕隆小金雞母裕融企業自結11月歸屬母公司稅後淨利為新台幣2.68億元，年增14.5%，累計前11月稅後每股盈餘達到8.55元。裕融為裕隆集團旗下的上市公司，專營新車、二手車車貸業務，在近年更將營運範圍擴大至企業金融、消費金融，涵蓋地域延伸至中國及菲律賓，不過主要營收來源仍是台灣占比7成為大宗、中國則是占比2成。受惠於在台灣車貸業務量持續增加，以及中國設備租賃市場拓展，帶動裕融自結今年1至11月歸屬母公司稅後淨利為27.72億元，較去年同期大幅成長20.67%，EPS為8.55元，法人預期，今年裕融獲利有望拚一個股本。裕融總經理許國興日前在法說會上提到，裕融明年成立屆滿30周年，每10年都是企業發展重要里程碑，展望下一個10年，將以擴大海外事業布局為重心，大陸與東南亞會是重點區域。東南亞方面，去年9月進軍菲律賓，投入汽車金融服務，今年資產餘額估將成長至20億菲律賓披索，明年可望達成轉盈獲利的初期目標，接下來要以菲律賓為基地，進一步發展東南亞市場。（編輯：趙蔚蘭）1081210
華碩營運面臨3大風險 外資重申劣於大盤評等,證券,2019/12/10 09:36,https://www.cna.com.tw/news/afe/201912100034.aspx,（中央社記者吳家豪台北10日電）日系外資表示，電腦品牌廠華碩11月營收走勢符合預期，但第4季仍面臨英特爾處理器缺貨、產品組合惡化、缺少一次性利益挹注等風險，重申劣於大盤評等和目標價193元。華碩股價今天上漲1.5元開出，盤中高點來到232元，漲幅約0.65%。日系外資發布研究報告指出，華碩今年11月品牌營收新台幣313億元，月增14%，年增6%；合計10、11月營收已達第4季營收預估值842億元的70%，符合以往水準。在淡季效應影響下，預期華碩12月營收將較11月下滑。日系外資觀察，華碩第3季財報優於預期，尤其營業利益率從第2季1.4%大幅改善到第3季4.9%，推升近期股價表現，但第4季仍面臨多項風險，包括英特爾處理器缺貨恐影響個人電腦（PC）營收；高毛利的零組件產品占比將較第3季減少，但虧損的手機產品占比增加；第3季因認列原物料跌價損失的迴轉利益而推升營業利益率，但第4季缺乏這種一次性利益。考量華碩本業結構未明顯改善，加上處理器缺貨和美中貿易戰持續影響，日系外資重申華碩「劣於大盤」投資評等和目標價193元。（編輯：黃國倫）1081210
和大11月營收月減3.8% 法人估明年業績創高,證券,2019/12/10 09:39,https://www.cna.com.tw/news/afe/201912100035.aspx,（中央社記者鍾榮峰台北10日電）汽車傳動系統製造廠和大自結11月合併營收新台幣5.01億元，月減3.82%。展望明年，法人預估和大明年業績有機會創新高。和大自結11月合併營收5.01億元，比10月5.21億元減少3.82%，較去年同期5.59億元下滑10.42%。法人指出，和大今年受到中美貿易戰關稅衝擊及全球車市循環整理的影響，整體營收較不如預期。累計今年前11月和大自結合併營收55.37億元，較去年同期66.62億元減少16.88%。展望明年，法人預估，和大嘉義廠產能逐月擴增，可拉高公司整體製造毛利率及獲利表現，預期11月之後可回到去年同期水準、甚至超越去年同期。展望明年，法人預估和大明年業績有機會創新高。在產能布局方面，和大近期持續加碼投資嘉義廠房自動化智能產線，高階設備陸續安裝測試，預期2020年第2季可達14條產線量產，由於T客戶追加明年訂單數量，和大正進行新增2條智能化產線機器設備採購作業，預定2020年第3季底前完成智能化產線安裝、試車、認證等工作，屆時嘉義廠將增加到16條智能化產線量產，成為和大在台單一最大的生產基地。在電動車布局，和大持續研發綠能電動車組件，除原有美國第一大客戶B公司新訂單持續追加，包含來自美洲F客戶、歐洲B客戶與J客戶、韓國L客戶、中國大陸S客戶的電動車傳動系統零件採購訂單，陸續進入試量產。（編輯：張均懋）1081210
Flash明年價格看漲  記憶體族群股價齊揚,證券,2019/12/10 09:49,https://www.cna.com.tw/news/afe/201912100037.aspx,（中央社記者張建中新竹10日電）記憶體製造廠旺宏董事長吳敏求看好明年快閃記憶體市況，預期價格將有調漲空間，激勵旺宏與華邦電等記憶體族群股價齊揚。受惠藍牙無線耳機等需求強勁，晶圓代工產能吃緊，吳敏求預期，包括儲存型快閃記憶體（NAND Flash）與編碼型快閃記憶體（NOR Flash）明年也將供不應求，有漲價空間。隨著產品價格可望反彈，旺宏與華邦電明年營運應可好轉，吸引市場買盤湧入，推升兩公司股價攀高；其中，旺宏盤中股價一度達新台幣36.45元，創近16個月新高價。華邦電一度達18.95元，漲0.25元，漲幅1.33%。記憶體控制晶片廠群聯（8299）股價也有不錯表現，一度達305元，漲4.5元，漲幅約1.5%。（編輯：張均懋）1081210
