標題,分類,時間,網址,內文
英國選舉和美中貿易協議利多激勵 歐股收紅,證券,2019/12/14 02:21,https://www.cna.com.tw/news/afe/201912140008.aspx,（中央社倫敦13日綜合外電報導）受到英國首相強生（Boris Johnson）領導的保守黨在國會選舉中獲得大勝，以及美中達成第一階段貿易協議等利多激勵，歐洲股市今天收紅。倫敦FTSE 100指數上漲1.10%，收在7353.44。法蘭克福DAX 30指數上漲0.46%，收在13282.72。巴黎CAC 40指數上漲0.59%，收在5919.02。（譯者：徐睿承）1081214
美中達貿易協議激勵 油價上漲,產經,2019/12/14 05:45,https://www.cna.com.tw/news/afe/201912140013.aspx,（中央社紐約13日綜合外電報導）油價今天上揚，受美中達成貿易協議影響，油價攀升至9月沙烏地阿拉伯遭襲以來最高水準。紐約市場西德州中級原油的1月期貨價格上漲89美分，收在每桶60.07美元。倫敦市場北海布倫特原油的2月期貨價格上漲1.02美元，收在每桶65.22美元。（譯者：徐睿承）1081214
美中達成貿易協議 美股變動不大,證券,2019/12/15 15:44,https://www.cna.com.tw/news/afe/201912140014.aspx,（中央社紐約13日綜合外電報導）美國和中國達成外界期待已久的貿易協議，標誌美中近兩年逐漸升溫的貿易爭端告終，不過美股今天多數變動不大。道瓊工業指數終場上漲3.33點，或0.01%，收在28135.38點；標準普爾500指數上漲0.23點，或0.01%，收在3168.80點。以科技股為主的那斯達克指數上漲17.562點，或0.20%，收在8734.879點。（譯者：徐睿承）1081214
高爾夫消費組合改變 球桿頭業者樂觀看市場,產經,2019/12/14 10:23,https://www.cna.com.tw/news/afe/201912140035.aspx,（中央社記者潘智義台北14日電）台灣高爾夫球桿頭全球市占率高達8成，明安國際表示，雖然實際打高爾夫的人口略降，但練習打球的年輕人增加，市場組合改變，整體需求維持，市況已近高峰時水準。復盛應用指出，高爾夫球桿頭市場明年展望樂觀，除了經濟前景不差，客戶推新品也有一定的力道；加上前世界高爾夫球王老虎伍茲重回高峰，也為市場增溫。另外，復盛應用說明，美國客戶占7成、日本客戶占3成，但主要市場還是在美國，美國客戶產品也外銷歐洲、澳洲。明安國際解釋，2014年因客戶消化龐大庫存，當年高爾夫球桿頭市場萎縮，但經過幾年的調整，目前的營收已回到近2014年之前的高檔水準。明安直言，高爾夫球桿頭主要市場還是在北美，日本市場雖然不小，但遠不如北美市場，中國固然有龐大人口，但高爾夫球運動一時仍難快速拓展。明安指出，最大的客戶TaylorMade 自2015年推出新系列產品後，球具正式走向「複材化」時代。其它品牌也紛紛推出以碳纖維複材，輕量化設計的球頭，應用範圍從1號木桿拓展到其它產品線。明安說明，台灣廠是製程、材料創新研發基地、產品設計中心，中國大陸廠為提高附加價值，將導入自動化設備，越南廠將擴大產能，提升製程能力，建立供應鍊體系。越南新廠房第一期擴建工程將於2020年第1季完成，預計2020年下半年投產。（編輯：林興盟）1081214
台廠拚下世代顯示面板 迎戰中韓強襲,產經,2019/12/14 10:58,https://www.cna.com.tw/news/afe/201912140045.aspx,（中央社記者潘智義台北14日電）中國大陸高世代面板廠林立，供過於求壓力未減，台灣面板廠盼透過微發光二極體（Micro LED），領先跨入下一代面板產品。專家認為，台廠確有優勢，但韓廠、陸廠的競爭仍難避免。集邦科技（TrendForce）分析師楊富寶表示，台廠在Micro LED技術領先全球，是千真萬確的，因為台灣的半導體產業、電子產業及代工發展完整，具備發展新技術所需要的上中下游供應鏈，可即時支援及解決問題，這是台廠一大優勢。楊富寶指出，韓廠主要優勢是掌握全球品牌及通路，對於Micro LED上市的引爆點，具有相當大的主導權。中國近兩年也極力發展Micro LED技術，加上政府的大力支持，未來等到技術瓶頸克服，大量生產後，將加速Micro LED商品化，但也將加入與台灣廠商的競爭行列。國際數據資訊公司（IDC）全球專業代工與顯示產業研究團隊研究副總監徐美雯表示，台灣面板廠發展Micro LED顯示面板，受限於巨量移轉技術門檻，明年應該只有小尺寸面板量產，大尺寸產品量產可能還要等個1、2年，但也有面板廠推出藍光Micro LED搭配彩色濾光片製程，希望能提早上市。徐美雯說，大尺寸Micro LED顯示面板無法快速量產，關鍵卡在巨量移轉技術不夠成熟，因為良率低，所以無法達到量產規模；而且即便明年廠商推出小尺寸Micro LED顯示面板，量產初期良率也偏低，價格同樣也會明顯偏高。楊富寶預估，2020下半年至2021年將有機會看到售價超高的Micro LED手錶及電視產品，以高階產品規格上市。至於Micro LED車用顯示器，因為要符合安規的認證，至少要3至5年才有機會獲得認證。Micro LED製造商Mikro Mesa策略長陳玠廷解釋，Micro LED現階段除了巨量移轉技術不夠成熟，造成產品價格偏高之外，LED本身的切割成本也是重要因素，以時下流行的超高解析度（4K2K）電視面板為例，5微米（Micron）大小的LED晶粒，利用4吋晶圓可切割出1億顆以上的LED，但若尺寸改為25微米，切割顆數只有幾千萬顆，可切割顆數會大打折扣，也因此會再墊高成本。（編輯：趙蔚蘭）1081214
利率估連14凍 專家：央行可能挑戰連18凍紀錄,產經,2019/12/14 12:14,https://www.cna.com.tw/news/afe/201912140081.aspx,（中央社記者劉姵呈台北14日電）央行19日將召開第4季理監事會議，市場預估，受經濟基本面穩健、物價溫和及國際利率低檔影響，利率將「連14凍」，且若國際市場無重大利空，甚至可能挑戰史上最長「連18凍」紀錄。美國聯邦準備理事會（Fed）今年已經降息3次，但12月11日召開今年最後一次會議後，一如外界預期決定維持利率不變，並暗示由於經濟溫和成長以及低失業率的情況都料將持續到2020年底的總統大選，此一利率水準可能持續一段時間。元大寶華董事長梁國源今天接受中央社記者電訪表示，中央銀行利率預估將「連14凍」，重貼現率維持1.375%，主要有3種考量。梁國源指出，台灣經濟基本面穩健，主計總處11月底上修2019年經濟成長率0.18個百分點，來到2.64%，並預測2020年經濟成長率2.72%，台灣在亞洲四小龍當中，是相對表現最好的。再者，台灣物價溫和，沒有上漲的壓力；第三，國際利率持續在低檔，像是歐洲部分國家實施負利率。梁國源認為，央行不需要靠降息來支撐經濟，利率將會維持不變。永豐金控首席經濟學家黃蔭基於12月初的投資展望說明會也指出，國內消費力道平穩、資金充沛及通膨展望溫和的情況下，央行沒有降息的急迫性；他甚至預估，明年全年利率都不會變，也就是說利率將「連18凍」，挑戰史上最長利率不變紀錄。一位外商銀行總經理也表示「可能性很高」，他提到，央行考慮的是全球經濟及利率趨勢，一直以來採取的是保持穩健的貨幣政策基調，除非國際市場出現灰犀牛（比喻極可能發生、影響巨大，但被忽視的威脅）或黑天鵝（比喻形容發生機率極低，具有不可測性、易被忽略的事件），否則利率到明年都將維持不變。梁國源認為，若明年美中貿易戰往好的方向走，全球經濟大環境轉好，且台灣台商回流、轉單效應持續，經濟基本面持續穩健，明年繼續「凍息」的機率就很高。但他表示，若要觀察這麼長期，總是會有一些變數，除了全球經濟與其他國際情勢因素外，衝刺台灣今年經濟表現的利多，明年能否持續，仍是一大關鍵。至於目前台灣經濟成長率仍低於3%，意即未有過熱的狀況，梁國源說，除非明年經濟表現可以超乎原本預期，央行才不排除有可能進一步考量升息。（編輯：趙蔚蘭）1081214
董事新規牽動金控改選  財部：爭取公股最大權益,產經,2019/12/14 15:45,https://www.cna.com.tw/news/afe/201912140147.aspx,（中央社記者劉姵呈台北14日電）為強化董事專業及穩定，金管會規定，資產規模達新台幣1兆元以上金控與銀行，自然人董事應有較高的比率，牽動彰銀等多家金融機構改選。財政部強調，將積極爭取公股最大權益。立法院財委會將於16日上午邀請財政部部長蘇建榮、金融監督管理委員會主委顧立雄就「自然人董事制度對公股行庫管理之影響與因應」專題報告，並備質詢。根據金管會提供的報告指出，自去年修訂金控銀行負責人資格條件準則，明訂銀行及金控應有的自然人董事席次，如總資產未達1兆元以上者，董事在5人以下者，應有2人，人數超過5人者，每增加4人應再增加1人。另，總資產達1兆元以上，董事在5人以下者，應有3人，人數超過5人者，每增加3人應再增加1人，但董事全體人數超過13人者，得為5人。惟政府或單一法人直接或間接持有100%股份的金控或銀行排除適用，董事任期於今年7月1日尚未屆滿者，得自任期屆滿時始適用。依照此規定，明年將改選的金融機構，包括彰銀、台中銀、合庫金、永豐金、玉山金、新光金及富邦金等；其中較受外界關注的狀況為，新規定可能因此稀釋公股代表董事席次，也會對各陣營的選舉策略及席次布局產生影響。對此，財政部表示，金管會為強化金融市場監理，提高董事專業度及穩定性，明定增加自然人專業董事席次，雖有稀釋公股代表情況，且可能影響未來調整的彈性，但仍會配合政策辦理。不過，財政部指出，對於自然人專業董事應由何方提名、併同獨立董事或一般董事選舉、自然人專業董事未獲當選應如何調整等相關問題，建議金管會要明確規範，以利後續遵循。財政部強調，會支持公股法人代表選任，並得視適任情形檢討調整，所獲董事酬勞均繳國庫挹注政府盈餘，以配合政策及股權投資效益最佳化為目標。財政部表示，會就所投資公股民營金融事業的董事選舉，積極爭取其他認同公股的股東支持，取得最大席次，以維護公股權益。（編輯：郭萍英）1081214
美中貿易談判獲協議 法人：轉單效應仍會持續,證券,2019/12/14 16:43,https://www.cna.com.tw/news/afe/201912140168.aspx,（中央社記者潘智義台北14日電）美中第一階段貿易談判獲得協議，美股4大指數漲跌互見。法人認為，轉單效應仍會持續，已形成的長期趨勢未變；雖有助台股後續表現，但因本週指數已衝高逼近12000點，下週恐追隨美股呈現高檔震盪格局。台股週五收在11927.73點，上漲91.31點，成交值新台幣1707.56億元。三大法人合計買超157.02億元，自營商及投信分別小幅賣超1.56億元及0.86億元，但外資及陸資仍買超達159.44億元。週五晚間中國大陸召開記者會宣布美中第一階段經貿談判達成協議，美方將逐步分階段取消對中國產品加徵關稅的相關承諾，實現加徵關稅由升至降的轉變。新光投信董事長劉坤錫表示，美中達成貿易協議只看到重點，並無詳細內容，但美國原預定12月15日起，對中國銷美近1600億美元商品加徵關稅暫不課徵，為股市帶來利多。但美股因已預先反應，4大指數小漲小跌，台股本週已創波段新高，來到12000點附近，所以下週一台股也可能追隨美股，呈現高檔震盪格局。劉坤錫認為，因應美中貿易戰，中國推出去美化政策，為台廠帶來轉單效應，但產業旺季已過，利多還是應看長期表現。華南投顧董事長儲祥生表示，美中貿易談判達成協議，對台股當然有幫助，但現階段台股走勢還是要看美股臉色。不過，原本受美中貿易戰影響較大的傳統產業，包括工具機、鋼鐵、塑化等低檔盤旋的股票，將可望受惠，接下來的表現可能會好一點；至於電子股當中的半導體、IC設計族群原本就未受貿易戰拖累，受美中達成協議影響較小。儲祥生指出，美中貿易戰帶來的轉單效應仍會持續，已形成的長期趨勢未變，但走的不會像先前那麼急切；中國去美化也會按照步驟，不至於像先前不惜一切代價的做法，將會更穩、更有計畫。他認為，美中關係緩和，就算雙方持續發展以自己為主的產業計畫，推出排除對方勢力的做法‧也暫時不會在表面上針鋒相對。另外，法人研究部主管指出，美股反映美中貿易協議利多消息，晶片股本週已先領漲，並帶動台股同步走高，充分反映轉單效應，投資人買在「消息」、賣在「事實」，即買進時點是傳出美中談判利多消息之際，賣出時點則是美中宣布獲得一致協議的時機。因此，不排除台股可能暫時利多出盡，先高檔盤整之後再上攻。法人認為，台積電基本面好，但本週漲多，美中貿易談判取得協議消息公布後，美股道瓊工業指數小漲，但費城半導體指數小跌，台積電不排除追隨美股，高檔盤整後再漲。（編輯：張良知）1081214
中鋼48週年廠慶 翁朝棟：鋼價明年首季可望回升,產經,2019/12/14 18:47,https://www.cna.com.tw/news/afe/201912140212.aspx,（中央社記者潘智義台北14日電）中鋼公司董事長翁朝棟今天在48週年廠慶活動表示，隨著亞洲各鋼廠1月盤價陸續開漲，審慎樂觀預期，明年第1季鋼價景氣可望逐步回升。翁朝棟說，今年鋼鐵市場受美中貿易戰影響，尤其第3季以來鋼鐵需求疲弱、原料價格上漲，亞洲主要鋼廠今年前3季獲利都大幅下滑；不過，在這麼艱困的經營環境下，中鋼第3季合併稅後淨利率2.93%，僅略低於韓國浦項鋼鐵的3.11%。他指出，已規劃新盤價制度，未來開盤將力求公平合理，為產業發展建構更健全的機制；為客戶、員工及股東、社會創造多贏、共贏。他進一步說明，今年廠慶主題是「智能創新、中鋼好風光」，除強調目前正大力推動智能產銷工作外，更設有風電水下基礎及光電太陽能專區，其中興達海基公司廠房將在12月底竣工，集團建置80MW太陽發電容量也預計在今年12月底達標。（編輯：張良知）1081214
產學界揭保險業明年4大挑戰 須積極轉型因應,產經,2019/12/14 19:04,https://www.cna.com.tw/news/afe/201912140220.aspx,（中央社記者劉姵呈台北14日電）保險業長年投資海外，面臨高財務槓桿風險。產學界提醒，2020年還有法規遵循、國際會計準則IFRS 17、投資難度增加與金融科技資安4大挑戰，必須積極轉型因應，才能化危機為轉機。台灣人壽資深副總經理葉栢宏表示，2020年有多項保險法規政策要上路，監理愈來愈嚴格，讓保險公司法遵作業愈趨繁雜，統計壽險業今年前10月罰鍰金額高達新台幣1.06億元，較2018年增加3130萬元。葉栢宏指出，過去既有的規範與人工作業難以負荷新監理制度，保險公司必須不斷精進公司內控規範及透過新系統協助控管，才能提升保戶信心。此外，為順利在2025年接軌國際會計準則IFRS 17公報，金管會也要求壽險業者須預留各種準備金、特別盈餘公積，以因應接軌衝擊。全球人壽總經理馬君碩解釋，目前保險業的負債準備是以「鎖定保單發行時的利率」作衡量，IFRS 17則是將以「資產負債表日的現時利率折現」，以及「影響現金流量的各項假設」進行衡量；因此，部分保險公司可能就會產生需提列責任準備金、商品精算與管理皆須全面調整等問題。葉栢宏認為，IFRS 17帶來的改變為「短空長多」，長期來看可以幫助保險業回歸到保險保障的本質，不過保險公司短期將面臨經營現況、商品策略及資產負債配置都應調整，需投入大量的資源完成系統升級。市場利率自2000年開始走低，壽險保單利率也隨之下修，當初大量銷售高預定利率保單的公司，均面臨嚴重的利差損，再加上國內未有長期投資的標的，保險公司才會將目標市場轉至海外。隨著海外投資增加，壽險業累計前10月匯兌損失高達2287億元；葉栢宏表示，近2年來因市場波動增加，投資難度攀升，避險工具成本、新台幣匯率都會影響保險公司的損益，必須加強風險管理。政治大學金融科技研究中心主任王儷玲表示，保險業走向發展新形態通路、結合大數據與人工智慧（AI）輔助決策、運用區塊鏈精簡保單流程等金融科技運用，改變原有的運作模式，因此必須強化資訊安全與個資保護。未來，保險業勢必將資安標準拉高到金融業管理層級，監控成本也將隨之提高。總結來看，保險業長年造成的財務狀況，再加上明年諸多挑戰與潛在風險，若要順利將危機化為轉機，必須正視其帶來的影響，提早因應，才能更健康穩健的運作。（編輯：張良知）1081214
